document_number,company_code,fiscal_year,posting_date,document_date,document_type,currency,reference,created_by
JE0001723,1000,2024,2024-10-03 19:52:04,2024-10-03 19:52:04,RV,BRL,ARINV000751,dhanson
JE0001724,1000,2023,2023-04-10 08:04:47,2023-04-10 08:04:47,RV,BRL,ARINV002293,carnold
JE0001725,1000,2024,2024-04-13 14:13:36,2024-04-13 14:13:36,RV,BRL,ARINV000299,lkelly
JE0001726,1000,2023,2023-04-29 20:17:33,2023-04-29 20:17:33,RV,BRL,ARINV002950,kjacobs
JE0001727,1000,2023,2023-03-06 20:38:58,2023-03-06 20:38:58,RV,BRL,ARINV000568,pbradford
JE0001728,1000,2023,2023-03-08 19:13:56,2023-03-08 19:13:56,RV,BRL,ARINV001627,robert89
JE0001729,1000,2024,2024-09-30 11:42:39,2024-09-30 11:42:39,RV,BRL,ARINV000262,arthur09
JE0001730,1000,2024,2024-01-08 15:01:44,2024-01-08 15:01:44,RV,BRL,ARINV001729,hbush
JE0001731,1000,2024,2024-06-02 05:27:42,2024-06-02 05:27:42,RV,BRL,ARINV002724,fnixon
JE0001732,1000,2024,2024-07-07 05:18:16,2024-07-07 05:18:16,RV,BRL,ARINV000316,jessicafox
JE0001733,1000,2024,2024-01-01 19:50:04,2024-01-01 19:50:04,RV,BRL,ARINV002130,steven18
JE0001734,1000,2023,2023-08-18 07:58:21,2023-08-18 07:58:21,RV,BRL,ARINV000104,sanchezcrystal
JE0001735,1000,2024,2024-04-29 17:00:21,2024-04-29 17:00:21,RV,BRL,ARINV001615,suttonamber
JE0001736,1000,2024,2024-08-22 19:25:48,2024-08-22 19:25:48,RV,BRL,ARINV002024,chloe58
JE0001737,1000,2024,2024-11-10 22:14:15,2024-11-10 22:14:15,RV,BRL,ARINV001070,harrisonwilliam
JE0001738,1000,2024,2024-09-06 06:46:27,2024-09-06 06:46:27,RV,BRL,ARINV002584,vberry
JE0001739,1000,2024,2024-09-16 13:42:04,2024-09-16 13:42:04,RV,BRL,ARINV000927,zgomez
JE0001740,1000,2024,2024-04-19 04:59:09,2024-04-19 04:59:09,RV,BRL,ARINV002369,keith09
JE0001741,1000,2023,2023-03-09 20:08:08,2023-03-09 20:08:08,RV,BRL,ARINV002454,jessica94
JE0001742,1000,2023,2023-06-18 08:59:43,2023-06-18 08:59:43,RV,BRL,ARINV000366,sotobelinda
JE0001743,1000,2024,2024-07-10 07:57:53,2024-07-10 07:57:53,RV,BRL,ARINV002588,douglaskelly
JE0001744,1000,2023,2023-11-16 19:33:16,2023-11-16 19:33:16,RV,BRL,ARINV000529,mitchellchristopher
JE0001745,1000,2023,2023-09-14 06:43:19,2023-09-14 06:43:19,RV,BRL,ARINV000045,yorkjoshua
JE0001746,1000,2023,2023-03-06 05:34:52,2023-03-06 05:34:52,RV,BRL,ARINV000309,christinahill
JE0001747,1000,2023,2023-10-04 11:38:50,2023-10-04 11:38:50,RV,BRL,ARINV001506,alexis19
JE0001748,1000,2024,2024-11-24 04:52:35,2024-11-24 04:52:35,RV,BRL,ARINV001551,reneestevenson
JE0001749,1000,2024,2024-08-02 18:25:15,2024-08-02 18:25:15,RV,BRL,ARINV000449,lwood
JE0001750,1000,2023,2023-04-22 00:01:47,2023-04-22 00:01:47,RV,BRL,ARINV001375,kimberly37
JE0001751,1000,2023,2023-07-11 03:56:56,2023-07-11 03:56:56,RV,BRL,ARINV000572,laurenatkins
JE0001752,1000,2023,2023-11-15 01:56:41,2023-11-15 01:56:41,RV,BRL,ARINV001135,tracey29
JE0001753,1000,2023,2023-06-18 01:16:38,2023-06-18 01:16:38,RV,BRL,ARINV001204,marymullins
JE0001754,1000,2024,2024-03-12 14:12:54,2024-03-12 14:12:54,RV,BRL,ARINV002263,ptownsend
JE0001755,1000,2024,2024-02-04 20:31:27,2024-02-04 20:31:27,RV,BRL,ARINV001173,kbarber
JE0001756,1000,2023,2023-03-20 06:46:59,2023-03-20 06:46:59,RV,BRL,ARINV001319,beckywilkinson
JE0001757,1000,2023,2023-07-20 14:46:31,2023-07-20 14:46:31,RV,BRL,ARINV000600,maykarla
JE0001758,1000,2023,2023-10-28 00:58:46,2023-10-28 00:58:46,RV,BRL,ARINV002148,williamssteven
JE0001759,1000,2024,2024-12-13 21:45:09,2024-12-13 21:45:09,RV,BRL,ARINV001960,vturner
JE0001760,1000,2024,2024-05-15 22:05:05,2024-05-15 22:05:05,RV,BRL,ARINV000834,noahthornton
JE0001761,1000,2024,2024-04-26 17:37:50,2024-04-26 17:37:50,RV,BRL,ARINV000942,hbaker
JE0001762,1000,2024,2024-10-12 23:05:40,2024-10-12 23:05:40,RV,BRL,ARINV000063,zsmith
JE0001763,1000,2024,2024-05-13 11:34:47,2024-05-13 11:34:47,RV,BRL,ARINV001683,ureyes
JE0001764,1000,2024,2024-09-21 17:53:09,2024-09-21 17:53:09,RV,BRL,ARINV000987,davisamanda
JE0001765,1000,2023,2023-10-08 17:27:30,2023-10-08 17:27:30,RV,BRL,ARINV002134,stephanie69
JE0001766,1000,2024,2024-04-08 04:19:51,2024-04-08 04:19:51,RV,BRL,ARINV000333,matthew41
JE0001767,1000,2024,2024-12-21 06:38:00,2024-12-21 06:38:00,RV,BRL,ARINV002633,destiny67
JE0001768,1000,2023,2023-03-01 01:06:54,2023-03-01 01:06:54,RV,BRL,ARINV002264,jessicachapman
JE0001769,1000,2023,2023-05-02 00:36:26,2023-05-02 00:36:26,RV,BRL,ARINV001896,aprilbyrd
JE0001770,1000,2024,2024-11-09 23:56:45,2024-11-09 23:56:45,RV,BRL,ARINV002236,lawrencesmith
JE0001771,1000,2024,2024-11-04 21:52:26,2024-11-04 21:52:26,RV,BRL,ARINV001167,deckeralexander
JE0001772,1000,2023,2023-09-25 22:46:35,2023-09-25 22:46:35,RV,BRL,ARINV000630,foxgina
JE0001773,1000,2024,2024-02-22 06:26:29,2024-02-22 06:26:29,RV,BRL,ARINV001885,jeffrey44
JE0001774,1000,2024,2024-07-06 05:12:02,2024-07-06 05:12:02,RV,BRL,ARINV002539,austinharvey
JE0001775,1000,2024,2024-08-28 04:33:53,2024-08-28 04:33:53,RV,BRL,ARINV002136,maysdiane
JE0001776,1000,2023,2023-08-27 03:49:16,2023-08-27 03:49:16,RV,BRL,ARINV002708,stephanielittle
JE0001777,1000,2023,2023-01-06 00:07:29,2023-01-06 00:07:29,RV,BRL,ARINV002272,millercassandra
JE0001778,1000,2023,2023-01-08 19:29:05,2023-01-08 19:29:05,RV,BRL,ARINV002415,pdouglas
JE0001779,1000,2024,2024-05-15 23:28:09,2024-05-15 23:28:09,RV,BRL,ARINV000824,pauladominguez
JE0001780,1000,2023,2023-07-02 12:52:45,2023-07-02 12:52:45,RV,BRL,ARINV001223,kenneth17
JE0001781,1000,2023,2023-09-09 20:44:44,2023-09-09 20:44:44,RV,BRL,ARINV002348,kayla54
JE0001782,1000,2023,2023-11-04 09:22:49,2023-11-04 09:22:49,RV,BRL,ARINV000461,kimberlyramirez
JE0001783,1000,2024,2024-06-03 21:05:50,2024-06-03 21:05:50,RV,BRL,ARINV001859,reyesmarvin
JE0001784,1000,2023,2023-04-29 05:47:10,2023-04-29 05:47:10,RV,BRL,ARINV000160,scottlisa
JE0001785,1000,2024,2024-01-21 19:41:00,2024-01-21 19:41:00,RV,BRL,ARINV000740,scottvasquez
JE0001786,1000,2023,2023-06-12 18:41:45,2023-06-12 18:41:45,RV,BRL,ARINV000008,chelseywhite
JE0001787,1000,2023,2023-10-27 21:07:35,2023-10-27 21:07:35,RV,BRL,ARINV002162,irodriguez
JE0001788,1000,2024,2024-03-03 02:24:54,2024-03-03 02:24:54,RV,BRL,ARINV000372,probinson
JE0001789,1000,2023,2023-05-14 12:01:51,2023-05-14 12:01:51,RV,BRL,ARINV002696,gainesjennifer
JE0001790,1000,2024,2024-04-24 19:41:34,2024-04-24 19:41:34,RV,BRL,ARINV002080,johnsonchad
JE0001791,1000,2024,2024-11-14 13:55:46,2024-11-14 13:55:46,RV,BRL,ARINV000084,kimberly07
JE0001792,1000,2023,2023-09-06 13:40:08,2023-09-06 13:40:08,RV,BRL,ARINV001873,denisesmith
JE0001793,1000,2024,2024-05-10 17:17:54,2024-05-10 17:17:54,RV,BRL,ARINV002417,ortegajoseph
JE0001794,1000,2024,2024-06-17 03:33:06,2024-06-17 03:33:06,RV,BRL,ARINV002907,rebecca90
JE0001795,1000,2023,2023-12-03 19:34:29,2023-12-03 19:34:29,RV,BRL,ARINV001507,zmendoza
JE0001796,1000,2023,2023-10-15 20:55:05,2023-10-15 20:55:05,RV,BRL,ARINV002817,fernandezaaron
JE0001797,1000,2024,2024-10-17 22:03:51,2024-10-17 22:03:51,RV,BRL,ARINV000428,imartinez
JE0001798,1000,2024,2024-06-05 05:58:39,2024-06-05 05:58:39,RV,BRL,ARINV000290,mathew46
JE0001799,1000,2023,2023-06-21 12:03:22,2023-06-21 12:03:22,RV,BRL,ARINV002695,chensusan
JE0001800,1000,2023,2023-06-24 15:39:03,2023-06-24 15:39:03,RV,BRL,ARINV001554,diazmelissa
JE0001801,1000,2023,2023-07-30 00:00:00,2023-07-30 00:00:00,KR,BRL,APINV000001,christopher74
JE0001802,1000,2024,2024-12-07 00:00:00,2024-12-07 00:00:00,KR,BRL,APINV000002,gregorywilliams
JE0001803,1000,2024,2024-02-02 00:00:00,2024-02-02 00:00:00,KR,BRL,APINV000003,tguerrero
JE0001804,1000,2023,2023-12-02 00:00:00,2023-12-02 00:00:00,KR,BRL,APINV000004,omosley
JE0001805,1000,2024,2024-03-11 00:00:00,2024-03-11 00:00:00,KR,BRL,APINV000005,tom73
JE0001806,1000,2024,2024-09-16 00:00:00,2024-09-16 00:00:00,KR,BRL,APINV000006,austinjohnson
JE0001807,1000,2023,2023-03-23 00:00:00,2023-03-23 00:00:00,KR,BRL,APINV000007,tracybrown
JE0001808,1000,2024,2024-02-24 00:00:00,2024-02-24 00:00:00,KR,BRL,APINV000008,victor70
JE0001809,1000,2023,2023-11-06 00:00:00,2023-11-06 00:00:00,KR,BRL,APINV000009,morganmatthew
JE0001810,1000,2024,2024-11-04 00:00:00,2024-11-04 00:00:00,KR,BRL,APINV000010,sullivanjason
JE0001811,1000,2023,2023-06-18 00:00:00,2023-06-18 00:00:00,KR,BRL,APINV000011,ibentley
JE0001812,1000,2023,2023-11-17 00:00:00,2023-11-17 00:00:00,KR,BRL,APINV000012,joycehall
JE0001813,1000,2024,2024-07-27 00:00:00,2024-07-27 00:00:00,KR,BRL,APINV000013,johnsondonald
JE0001814,1000,2024,2024-11-22 00:00:00,2024-11-22 00:00:00,KR,BRL,APINV000014,ruizsamantha
JE0001815,1000,2024,2024-01-31 00:00:00,2024-01-31 00:00:00,KR,BRL,APINV000015,sanchezdeborah
JE0001816,1000,2024,2024-12-21 00:00:00,2024-12-21 00:00:00,KR,BRL,APINV000016,jacksonbrendan
JE0001817,1000,2024,2024-03-25 00:00:00,2024-03-25 00:00:00,KR,BRL,APINV000017,lori17
JE0001818,1000,2025,2025-01-11 00:00:00,2025-01-11 00:00:00,KR,BRL,APINV000018,marybrown
JE0001819,1000,2023,2023-10-24 00:00:00,2023-10-24 00:00:00,KR,BRL,APINV000019,wilsonbrooke
JE0001820,1000,2024,2024-12-20 00:00:00,2024-12-20 00:00:00,KR,BRL,APINV000020,bryanharris
JE0001821,1000,2024,2024-05-06 00:00:00,2024-05-06 00:00:00,KR,BRL,APINV000021,lisa65
JE0001822,1000,2023,2023-02-15 00:00:00,2023-02-15 00:00:00,KR,BRL,APINV000022,daughertybarbara
JE0001823,1000,2023,2023-10-23 00:00:00,2023-10-23 00:00:00,KR,BRL,APINV000023,marcoconnell
JE0001824,1000,2024,2024-04-14 00:00:00,2024-04-14 00:00:00,KR,BRL,APINV000024,kathrynwatkins
JE0001825,1000,2023,2023-02-18 00:00:00,2023-02-18 00:00:00,KR,BRL,APINV000025,bryan42
JE0001826,1000,2023,2023-07-25 00:00:00,2023-07-25 00:00:00,KR,BRL,APINV000026,xjackson
JE0001827,1000,2024,2024-08-29 00:00:00,2024-08-29 00:00:00,KR,BRL,APINV000027,samuelfrost
JE0001828,1000,2024,2024-04-17 00:00:00,2024-04-17 00:00:00,KR,BRL,APINV000028,andersonkylie
JE0001829,1000,2024,2024-04-25 00:00:00,2024-04-25 00:00:00,KR,BRL,APINV000029,bstrickland
JE0001830,1000,2023,2023-12-30 00:00:00,2023-12-30 00:00:00,KR,BRL,APINV000030,amiller
JE0001831,1000,2023,2023-11-12 00:00:00,2023-11-12 00:00:00,KR,BRL,APINV000031,saramann
JE0001832,1000,2024,2024-08-12 00:00:00,2024-08-12 00:00:00,KR,BRL,APINV000032,robert72
JE0001833,1000,2024,2024-06-06 00:00:00,2024-06-06 00:00:00,KR,BRL,APINV000033,douglasnelson
JE0001834,1000,2024,2024-04-04 00:00:00,2024-04-04 00:00:00,KR,BRL,APINV000034,ljenkins
JE0001835,1000,2024,2024-12-26 00:00:00,2024-12-26 00:00:00,KR,BRL,APINV000035,carlsonjennifer
JE0001836,1000,2024,2024-07-24 00:00:00,2024-07-24 00:00:00,KR,BRL,APINV000036,burtonkimberly
JE0001837,1000,2023,2023-06-16 00:00:00,2023-06-16 00:00:00,KR,BRL,APINV000037,robert83
JE0001838,1000,2024,2024-04-22 00:00:00,2024-04-22 00:00:00,KR,BRL,APINV000038,davidmoreno
JE0001839,1000,2024,2024-08-20 00:00:00,2024-08-20 00:00:00,KR,BRL,APINV000039,montgomerymichelle
JE0001840,1000,2024,2024-05-05 00:00:00,2024-05-05 00:00:00,KR,BRL,APINV000040,stevensims
JE0001841,1000,2023,2023-10-28 00:00:00,2023-10-28 00:00:00,KR,BRL,APINV000041,joshualee
JE0001842,1000,2024,2024-10-11 00:00:00,2024-10-11 00:00:00,KR,BRL,APINV000042,ginaschmitt
JE0001843,1000,2023,2023-07-20 00:00:00,2023-07-20 00:00:00,KR,BRL,APINV000043,kjimenez
JE0001844,1000,2024,2024-03-04 00:00:00,2024-03-04 00:00:00,KR,BRL,APINV000044,brownmichael
JE0001845,1000,2024,2024-11-05 00:00:00,2024-11-05 00:00:00,KR,BRL,APINV000045,ryancook
JE0001846,1000,2024,2024-07-17 00:00:00,2024-07-17 00:00:00,KR,BRL,APINV000046,vwilliams
JE0001847,1000,2023,2023-12-20 00:00:00,2023-12-20 00:00:00,KR,BRL,APINV000047,buckleygregory
JE0001848,1000,2024,2024-06-25 00:00:00,2024-06-25 00:00:00,KR,BRL,APINV000048,washingtondarren
JE0001849,1000,2024,2024-11-06 00:00:00,2024-11-06 00:00:00,KR,BRL,APINV000049,jenniferwatkins
JE0001850,1000,2023,2023-03-25 00:00:00,2023-03-25 00:00:00,KR,BRL,APINV000050,robert53
JE0001851,1000,2024,2024-10-31 00:00:00,2024-10-31 00:00:00,KR,BRL,APINV000051,nguyencorey
JE0001852,1000,2023,2023-02-01 00:00:00,2023-02-01 00:00:00,KR,BRL,APINV000052,ykane
JE0001853,1000,2024,2024-02-10 00:00:00,2024-02-10 00:00:00,KR,BRL,APINV000053,charlesrichards
JE0001854,1000,2023,2023-12-24 00:00:00,2023-12-24 00:00:00,KR,BRL,APINV000054,zamoradustin
JE0001855,1000,2024,2024-11-05 00:00:00,2024-11-05 00:00:00,KR,BRL,APINV000055,xthompson
JE0001856,1000,2023,2023-03-05 00:00:00,2023-03-05 00:00:00,KR,BRL,APINV000056,stephenlee
JE0001857,1000,2024,2024-03-24 00:00:00,2024-03-24 00:00:00,KR,BRL,APINV000057,theresa35
JE0001858,1000,2024,2024-08-02 00:00:00,2024-08-02 00:00:00,KR,BRL,APINV000058,antoniocarroll
JE0001859,1000,2023,2023-02-02 00:00:00,2023-02-02 00:00:00,KR,BRL,APINV000059,derek77
JE0001860,1000,2024,2024-12-21 00:00:00,2024-12-21 00:00:00,KR,BRL,APINV000060,vjackson
JE0001861,1000,2024,2024-07-19 00:00:00,2024-07-19 00:00:00,KR,BRL,APINV000061,oliviamunoz
JE0001862,1000,2023,2023-06-19 00:00:00,2023-06-19 00:00:00,KR,BRL,APINV000062,belindatran
JE0001863,1000,2023,2023-12-26 00:00:00,2023-12-26 00:00:00,KR,BRL,APINV000063,christophervincent
JE0001864,1000,2024,2024-04-10 00:00:00,2024-04-10 00:00:00,KR,BRL,APINV000064,natkins
JE0001865,1000,2024,2024-02-05 00:00:00,2024-02-05 00:00:00,KR,BRL,APINV000065,rhood
JE0001866,1000,2024,2024-02-17 00:00:00,2024-02-17 00:00:00,KR,BRL,APINV000066,blairjill
JE0001867,1000,2023,2023-05-05 00:00:00,2023-05-05 00:00:00,KR,BRL,APINV000067,johnhamilton
JE0001868,1000,2024,2024-09-17 00:00:00,2024-09-17 00:00:00,KR,BRL,APINV000068,patriciavargas
JE0001869,1000,2024,2024-03-17 00:00:00,2024-03-17 00:00:00,KR,BRL,APINV000069,robinvillanueva
JE0001870,1000,2023,2023-05-28 00:00:00,2023-05-28 00:00:00,KR,BRL,APINV000070,cbaird
JE0001871,1000,2025,2025-01-05 00:00:00,2025-01-05 00:00:00,KR,BRL,APINV000071,gquinn
JE0001872,1000,2023,2023-11-09 00:00:00,2023-11-09 00:00:00,KR,BRL,APINV000072,simmonsphillip
JE0001873,1000,2023,2023-05-09 00:00:00,2023-05-09 00:00:00,KR,BRL,APINV000073,chavezjohn
JE0001874,1000,2024,2024-08-26 00:00:00,2024-08-26 00:00:00,KR,BRL,APINV000074,steelerichard
JE0001875,1000,2023,2023-07-28 00:00:00,2023-07-28 00:00:00,KR,BRL,APINV000075,davidphillips
JE0001876,1000,2023,2023-11-14 00:00:00,2023-11-14 00:00:00,KR,BRL,APINV000076,smithelizabeth
JE0001877,1000,2024,2024-08-30 00:00:00,2024-08-30 00:00:00,KR,BRL,APINV000077,jacquelinehodge
JE0001878,1000,2023,2023-11-06 00:00:00,2023-11-06 00:00:00,KR,BRL,APINV000078,braysteven
JE0001879,1000,2023,2023-07-14 00:00:00,2023-07-14 00:00:00,KR,BRL,APINV000079,morgansullivan
JE0001880,1000,2023,2023-02-11 00:00:00,2023-02-11 00:00:00,KR,BRL,APINV000080,courtney01
JE0001881,1000,2024,2024-12-05 00:00:00,2024-12-05 00:00:00,KR,BRL,APINV000081,vbarry
JE0001882,1000,2024,2024-01-19 00:00:00,2024-01-19 00:00:00,KR,BRL,APINV000082,phillipskaren
JE0001883,1000,2023,2023-07-04 00:00:00,2023-07-04 00:00:00,KR,BRL,APINV000083,kristinmiller
JE0001884,1000,2023,2023-01-13 00:00:00,2023-01-13 00:00:00,KR,BRL,APINV000084,jill08
JE0001885,1000,2023,2023-11-18 00:00:00,2023-11-18 00:00:00,KR,BRL,APINV000085,pamela16
JE0001886,1000,2023,2023-07-23 00:00:00,2023-07-23 00:00:00,KR,BRL,APINV000086,steven05
JE0001887,1000,2023,2023-10-05 00:00:00,2023-10-05 00:00:00,KR,BRL,APINV000087,gregory81
JE0001888,1000,2023,2023-03-03 00:00:00,2023-03-03 00:00:00,KR,BRL,APINV000088,devonrogers
JE0001889,1000,2023,2023-04-22 00:00:00,2023-04-22 00:00:00,KR,BRL,APINV000089,banksjo
JE0001890,1000,2024,2024-12-14 00:00:00,2024-12-14 00:00:00,KR,BRL,APINV000090,karenhodges
JE0001891,1000,2024,2024-09-28 00:00:00,2024-09-28 00:00:00,KR,BRL,APINV000091,michael48
JE0001892,1000,2023,2023-07-15 00:00:00,2023-07-15 00:00:00,KR,BRL,APINV000092,eramirez
JE0001893,1000,2023,2023-03-20 00:00:00,2023-03-20 00:00:00,KR,BRL,APINV000093,michael78
JE0001894,1000,2023,2023-04-29 00:00:00,2023-04-29 00:00:00,KR,BRL,APINV000094,harrisonamanda
JE0001895,1000,2023,2023-08-20 00:00:00,2023-08-20 00:00:00,KR,BRL,APINV000095,shannon51
JE0001896,1000,2023,2023-04-01 00:00:00,2023-04-01 00:00:00,KR,BRL,APINV000096,patriciaellis
JE0001897,1000,2023,2023-08-28 00:00:00,2023-08-28 00:00:00,KR,BRL,APINV000097,myersharold
JE0001898,1000,2024,2024-04-10 00:00:00,2024-04-10 00:00:00,KR,BRL,APINV000098,rodriguezjoshua
JE0001899,1000,2025,2025-01-07 00:00:00,2025-01-07 00:00:00,KR,BRL,APINV000099,tylergolden
JE0001900,1000,2023,2023-05-02 00:00:00,2023-05-02 00:00:00,KR,BRL,APINV000100,cartertara
JE0001901,1000,2023,2023-11-17 00:00:00,2023-11-17 00:00:00,KR,BRL,APINV000101,thomasfisher
JE0001902,1000,2023,2023-08-01 00:00:00,2023-08-01 00:00:00,KR,BRL,APINV000102,carterbryan
JE0001903,1000,2024,2024-02-01 00:00:00,2024-02-01 00:00:00,KR,BRL,APINV000103,marystone
JE0001904,1000,2023,2023-06-23 00:00:00,2023-06-23 00:00:00,KR,BRL,APINV000104,robert55
JE0001905,1000,2024,2024-01-01 00:00:00,2024-01-01 00:00:00,KR,BRL,APINV000105,swatkins
JE0001906,1000,2025,2025-01-02 00:00:00,2025-01-02 00:00:00,KR,BRL,APINV000106,kellis
JE0001907,1000,2023,2023-05-01 00:00:00,2023-05-01 00:00:00,KR,BRL,APINV000107,rachelparker
JE0001908,1000,2024,2024-10-11 00:00:00,2024-10-11 00:00:00,KR,BRL,APINV000108,jeremy54
JE0001909,1000,2024,2024-11-08 00:00:00,2024-11-08 00:00:00,KR,BRL,APINV000109,hernandezjustin
JE0001910,1000,2024,2024-11-04 00:00:00,2024-11-04 00:00:00,KR,BRL,APINV000110,christinemartin
JE0001911,1000,2023,2023-10-18 00:00:00,2023-10-18 00:00:00,KR,BRL,APINV000111,ian22
JE0001912,1000,2023,2023-10-25 00:00:00,2023-10-25 00:00:00,KR,BRL,APINV000112,johnwilliams
JE0001913,1000,2023,2023-04-06 00:00:00,2023-04-06 00:00:00,KR,BRL,APINV000113,autumn74
JE0001914,1000,2024,2024-06-28 00:00:00,2024-06-28 00:00:00,KR,BRL,APINV000114,jack80
JE0001915,1000,2023,2023-05-09 00:00:00,2023-05-09 00:00:00,KR,BRL,APINV000115,tiffany25
JE0001916,1000,2024,2024-12-06 00:00:00,2024-12-06 00:00:00,KR,BRL,APINV000116,kfernandez
JE0001917,1000,2023,2023-11-09 00:00:00,2023-11-09 00:00:00,KR,BRL,APINV000117,david06
JE0001918,1000,2023,2023-10-26 00:00:00,2023-10-26 00:00:00,KR,BRL,APINV000118,dmack
JE0001919,1000,2023,2023-07-03 00:00:00,2023-07-03 00:00:00,KR,BRL,APINV000119,eric88
JE0001920,1000,2024,2024-08-12 00:00:00,2024-08-12 00:00:00,KR,BRL,APINV000120,deborah47
JE0001921,1000,2024,2024-07-12 00:00:00,2024-07-12 00:00:00,KR,BRL,APINV000121,tara92
JE0001922,1000,2024,2024-12-08 00:00:00,2024-12-08 00:00:00,KR,BRL,APINV000122,hmorgan
JE0001923,1000,2024,2024-09-30 00:00:00,2024-09-30 00:00:00,KR,BRL,APINV000123,imccullough
JE0001924,1000,2023,2023-01-15 00:00:00,2023-01-15 00:00:00,KR,BRL,APINV000124,parkerrichard
JE0001925,1000,2023,2023-12-01 00:00:00,2023-12-01 00:00:00,KR,BRL,APINV000125,seandavis
JE0001926,1000,2024,2024-05-29 00:00:00,2024-05-29 00:00:00,KR,BRL,APINV000126,franklinjames
JE0001927,1000,2024,2024-05-11 00:00:00,2024-05-11 00:00:00,KR,BRL,APINV000127,kimberlywang
JE0001928,1000,2023,2023-04-17 00:00:00,2023-04-17 00:00:00,KR,BRL,APINV000128,andrewryan
JE0001929,1000,2023,2023-04-02 00:00:00,2023-04-02 00:00:00,KR,BRL,APINV000129,frhodes
JE0001930,1000,2023,2023-04-01 00:00:00,2023-04-01 00:00:00,KR,BRL,APINV000130,ulee
JE0001931,1000,2023,2023-03-29 00:00:00,2023-03-29 00:00:00,KR,BRL,APINV000131,kerrmichael
JE0001932,1000,2024,2024-05-22 00:00:00,2024-05-22 00:00:00,KR,BRL,APINV000132,jenniferpatterson
JE0001933,1000,2023,2023-03-01 00:00:00,2023-03-01 00:00:00,KR,BRL,APINV000133,swatson
JE0001934,1000,2024,2024-03-21 00:00:00,2024-03-21 00:00:00,KR,BRL,APINV000134,michael78
JE0001935,1000,2023,2023-07-11 00:00:00,2023-07-11 00:00:00,KR,BRL,APINV000135,lewispamela
JE0001936,1000,2024,2024-05-29 00:00:00,2024-05-29 00:00:00,KR,BRL,APINV000136,slara
JE0001937,1000,2024,2024-11-16 00:00:00,2024-11-16 00:00:00,KR,BRL,APINV000137,lindawaller
JE0001938,1000,2024,2024-09-01 00:00:00,2024-09-01 00:00:00,KR,BRL,APINV000138,achandler
JE0001939,1000,2024,2024-09-01 00:00:00,2024-09-01 00:00:00,KR,BRL,APINV000139,maryharper
JE0001940,1000,2024,2024-04-08 00:00:00,2024-04-08 00:00:00,KR,BRL,APINV000140,jaredwells
JE0001941,1000,2023,2023-11-17 00:00:00,2023-11-17 00:00:00,KR,BRL,APINV000141,carl96
JE0001942,1000,2024,2024-12-13 00:00:00,2024-12-13 00:00:00,KR,BRL,APINV000142,smithdanielle
JE0001943,1000,2024,2024-12-08 00:00:00,2024-12-08 00:00:00,KR,BRL,APINV000143,robert87
JE0001944,1000,2023,2023-06-18 00:00:00,2023-06-18 00:00:00,KR,BRL,APINV000144,jamescollier
JE0001945,1000,2023,2023-11-04 00:00:00,2023-11-04 00:00:00,KR,BRL,APINV000145,angela04
JE0001946,1000,2023,2023-06-20 00:00:00,2023-06-20 00:00:00,KR,BRL,APINV000146,troy73
JE0001947,1000,2023,2023-11-26 00:00:00,2023-11-26 00:00:00,KR,BRL,APINV000147,moodyeric
JE0001948,1000,2024,2024-10-19 00:00:00,2024-10-19 00:00:00,KR,BRL,APINV000148,stephanie71
JE0001949,1000,2023,2023-02-14 00:00:00,2023-02-14 00:00:00,KR,BRL,APINV000149,robert73
JE0001950,1000,2024,2024-01-04 00:00:00,2024-01-04 00:00:00,KR,BRL,APINV000150,wilsonjoshua
JE0001951,1000,2024,2024-12-11 00:00:00,2024-12-11 00:00:00,KR,BRL,APINV000151,georgemichael
JE0001952,1000,2024,2024-12-27 00:00:00,2024-12-27 00:00:00,KR,BRL,APINV000152,qcunningham
JE0001953,1000,2024,2024-01-27 00:00:00,2024-01-27 00:00:00,KR,BRL,APINV000153,hmccann
JE0001954,1000,2024,2024-12-03 00:00:00,2024-12-03 00:00:00,KR,BRL,APINV000154,william90
JE0001955,1000,2024,2024-08-08 00:00:00,2024-08-08 00:00:00,KR,BRL,APINV000155,francisco02
JE0001956,1000,2024,2024-07-17 00:00:00,2024-07-17 00:00:00,KR,BRL,APINV000156,steven25
JE0001957,1000,2023,2023-09-24 00:00:00,2023-09-24 00:00:00,KR,BRL,APINV000157,brianward
JE0001958,1000,2023,2023-02-16 00:00:00,2023-02-16 00:00:00,KR,BRL,APINV000158,brandon48
JE0001959,1000,2024,2024-09-19 00:00:00,2024-09-19 00:00:00,KR,BRL,APINV000159,palmerkatie
JE0001960,1000,2024,2024-03-06 00:00:00,2024-03-06 00:00:00,KR,BRL,APINV000160,kathygeorge
JE0001961,1000,2024,2024-08-05 00:00:00,2024-08-05 00:00:00,KR,BRL,APINV000161,amybrennan
JE0001962,1000,2024,2024-01-29 00:00:00,2024-01-29 00:00:00,KR,BRL,APINV000162,joseph51
JE0001963,1000,2023,2023-01-13 00:00:00,2023-01-13 00:00:00,KR,BRL,APINV000163,madeline02
JE0001964,1000,2023,2023-08-09 00:00:00,2023-08-09 00:00:00,KR,BRL,APINV000164,nathan76
JE0001965,1000,2024,2024-09-10 00:00:00,2024-09-10 00:00:00,KR,BRL,APINV000165,samantha21
JE0001966,1000,2024,2024-11-28 00:00:00,2024-11-28 00:00:00,KR,BRL,APINV000166,ericwalker
