document_number,line_item,gl_account,debit_credit_indicator,amount,cost_center,profit_center,order_id
JE0001644,1,110000,D,315.25,,PC013,ORD001006
JE0001644,2,500000,C,315.25,,PC013,ORD001006
JE0001645,1,110000,D,407.08,,PC013,ORD000642
JE0001645,2,500000,C,407.08,,PC013,ORD000642
JE0001646,1,110000,D,469.81,,PC006,ORD001699
JE0001646,2,500000,C,469.81,,PC006,ORD001699
JE0001647,1,110000,D,1071.86,,PC004,ORD002688
JE0001647,2,500000,C,1071.86,,PC004,ORD002688
JE0001648,1,110000,D,516.36,,PC005,ORD001344
JE0001648,2,500000,C,516.36,,PC005,ORD001344
JE0001649,1,110000,D,926.89,,PC008,ORD000385
JE0001649,2,500000,C,926.89,,PC008,ORD000385
JE0001650,1,110000,D,161.15,,PC004,ORD000889
JE0001650,2,500000,C,161.15,,PC004,ORD000889
JE0001651,1,110000,D,1027.24,,PC010,ORD002729
JE0001651,2,500000,C,1027.24,,PC010,ORD002729
JE0001652,1,110000,D,1114.55,,PC015,ORD001086
JE0001652,2,500000,C,1114.55,,PC015,ORD001086
JE0001653,1,110000,D,888.93,,PC001,ORD000173
JE0001653,2,500000,C,888.93,,PC001,ORD000173
JE0001654,1,110000,D,1402.7,,PC010,ORD000532
JE0001654,2,500000,C,1402.7,,PC010,ORD000532
JE0001655,1,110000,D,100.51,,PC012,ORD002812
JE0001655,2,500000,C,100.51,,PC012,ORD002812
JE0001656,1,110000,D,323.97,,PC015,ORD001340
JE0001656,2,500000,C,323.97,,PC015,ORD001340
JE0001657,1,110000,D,945.51,,PC003,ORD001106
JE0001657,2,500000,C,945.51,,PC003,ORD001106
JE0001658,1,110000,D,890.06,,PC004,ORD000400
JE0001658,2,500000,C,890.06,,PC004,ORD000400
JE0001659,1,110000,D,524.01,,PC014,ORD002735
JE0001659,2,500000,C,524.01,,PC014,ORD002735
JE0001660,1,110000,D,805.91,,PC001,ORD000641
JE0001660,2,500000,C,805.91,,PC001,ORD000641
JE0001661,1,110000,D,707.68,,PC010,ORD002880
JE0001661,2,500000,C,707.68,,PC010,ORD002880
JE0001662,1,110000,D,730.46,,PC006,ORD000720
JE0001662,2,500000,C,730.46,,PC006,ORD000720
JE0001663,1,110000,D,970.69,,PC001,ORD000391
JE0001663,2,500000,C,970.69,,PC001,ORD000391
JE0001664,1,110000,D,109.88,,PC002,ORD000936
JE0001664,2,500000,C,109.88,,PC002,ORD000936
JE0001665,1,110000,D,1082.83,,PC015,ORD002363
JE0001665,2,500000,C,1082.83,,PC015,ORD002363
JE0001666,1,110000,D,1257.5,,PC002,ORD000139
JE0001666,2,500000,C,1257.5,,PC002,ORD000139
JE0001667,1,110000,D,240.32,,PC002,ORD001149
JE0001667,2,500000,C,240.32,,PC002,ORD001149
JE0001668,1,110000,D,648.67,,PC003,ORD000787
JE0001668,2,500000,C,648.67,,PC003,ORD000787
JE0001669,1,110000,D,803.07,,PC002,ORD001586
JE0001669,2,500000,C,803.07,,PC002,ORD001586
JE0001670,1,110000,D,2091.09,,PC008,ORD001119
JE0001670,2,500000,C,2091.09,,PC008,ORD001119
JE0001671,1,110000,D,314.45,,PC005,ORD002874
JE0001671,2,500000,C,314.45,,PC005,ORD002874
JE0001672,1,110000,D,1308.78,,PC010,ORD002845
JE0001672,2,500000,C,1308.78,,PC010,ORD002845
JE0001673,1,110000,D,713.02,,PC004,ORD002374
JE0001673,2,500000,C,713.02,,PC004,ORD002374
JE0001674,1,110000,D,1100.87,,PC006,ORD002434
JE0001674,2,500000,C,1100.87,,PC006,ORD002434
JE0001675,1,110000,D,536.55,,PC001,ORD001374
JE0001675,2,500000,C,536.55,,PC001,ORD001374
JE0001676,1,110000,D,2580.49,,PC010,ORD002490
JE0001676,2,500000,C,2580.49,,PC010,ORD002490
JE0001677,1,110000,D,729.58,,PC001,ORD000953
JE0001677,2,500000,C,729.58,,PC001,ORD000953
JE0001678,1,110000,D,1541.24,,PC008,ORD002638
JE0001678,2,500000,C,1541.24,,PC008,ORD002638
JE0001679,1,110000,D,1771.69,,PC001,ORD001196
JE0001679,2,500000,C,1771.69,,PC001,ORD001196
JE0001680,1,110000,D,559.05,,PC005,ORD002574
JE0001680,2,500000,C,559.05,,PC005,ORD002574
JE0001681,1,110000,D,177.67,,PC009,ORD002436
JE0001681,2,500000,C,177.67,,PC009,ORD002436
JE0001682,1,110000,D,300.55,,PC007,ORD001575
JE0001682,2,500000,C,300.55,,PC007,ORD001575
JE0001683,1,110000,D,561.92,,PC002,ORD002669
JE0001683,2,500000,C,561.92,,PC002,ORD002669
JE0001684,1,110000,D,233.14,,PC001,ORD002754
JE0001684,2,500000,C,233.14,,PC001,ORD002754
JE0001685,1,110000,D,607.17,,PC001,ORD001290
JE0001685,2,500000,C,607.17,,PC001,ORD001290
JE0001686,1,110000,D,824.37,,PC012,ORD000129
JE0001686,2,500000,C,824.37,,PC012,ORD000129
JE0001687,1,110000,D,303.35,,PC008,ORD002425
JE0001687,2,500000,C,303.35,,PC008,ORD002425
JE0001688,1,110000,D,298.42,,PC011,ORD002867
JE0001688,2,500000,C,298.42,,PC011,ORD002867
JE0001689,1,110000,D,839.34,,PC002,ORD001332
JE0001689,2,500000,C,839.34,,PC002,ORD001332
JE0001690,1,110000,D,1105.71,,PC002,ORD000161
JE0001690,2,500000,C,1105.71,,PC002,ORD000161
JE0001691,1,110000,D,327.8,,PC002,ORD000932
JE0001691,2,500000,C,327.8,,PC002,ORD000932
JE0001692,1,110000,D,70.02,,PC011,ORD001389
JE0001692,2,500000,C,70.02,,PC011,ORD001389
JE0001693,1,110000,D,799.7,,PC014,ORD002888
JE0001693,2,500000,C,799.7,,PC014,ORD002888
JE0001694,1,110000,D,671.22,,PC006,ORD002085
JE0001694,2,500000,C,671.22,,PC006,ORD002085
JE0001695,1,110000,D,927.67,,PC011,ORD001853
JE0001695,2,500000,C,927.67,,PC011,ORD001853
JE0001696,1,110000,D,1128.12,,PC007,ORD002335
JE0001696,2,500000,C,1128.12,,PC007,ORD002335
JE0001697,1,110000,D,170.85,,PC004,ORD001379
JE0001697,2,500000,C,170.85,,PC004,ORD001379
JE0001698,1,110000,D,1084.59,,PC015,ORD000421
JE0001698,2,500000,C,1084.59,,PC015,ORD000421
JE0001699,1,110000,D,1109.38,,PC003,ORD002405
JE0001699,2,500000,C,1109.38,,PC003,ORD002405
JE0001700,1,110000,D,812.83,,PC008,ORD002480
JE0001700,2,500000,C,812.83,,PC008,ORD002480
JE0001701,1,110000,D,292.2,,PC006,ORD000287
JE0001701,2,500000,C,292.2,,PC006,ORD000287
JE0001702,1,110000,D,845.45,,PC005,ORD002432
JE0001702,2,500000,C,845.45,,PC005,ORD002432
JE0001703,1,110000,D,2016.94,,PC014,ORD001865
JE0001703,2,500000,C,2016.94,,PC014,ORD001865
JE0001704,1,110000,D,276.65,,PC013,ORD001041
JE0001704,2,500000,C,276.65,,PC013,ORD001041
JE0001705,1,110000,D,972.91,,PC003,ORD000133
JE0001705,2,500000,C,972.91,,PC003,ORD000133
JE0001706,1,110000,D,948.06,,PC015,ORD002787
JE0001706,2,500000,C,948.06,,PC015,ORD002787
JE0001707,1,110000,D,262.33,,PC011,ORD001894
JE0001707,2,500000,C,262.33,,PC011,ORD001894
JE0001708,1,110000,D,2230.67,,PC008,ORD002565
JE0001708,2,500000,C,2230.67,,PC008,ORD002565
JE0001709,1,110000,D,884.93,,PC007,ORD001080
JE0001709,2,500000,C,884.93,,PC007,ORD001080
JE0001710,1,110000,D,898.68,,PC005,ORD002994
JE0001710,2,500000,C,898.68,,PC005,ORD002994
JE0001711,1,110000,D,873.4,,PC004,ORD002111
JE0001711,2,500000,C,873.4,,PC004,ORD002111
JE0001712,1,110000,D,97.26,,PC013,ORD002390
JE0001712,2,500000,C,97.26,,PC013,ORD002390
JE0001713,1,110000,D,754.03,,PC012,ORD000136
JE0001713,2,500000,C,754.03,,PC012,ORD000136
JE0001714,1,110000,D,783.47,,PC011,ORD001214
JE0001714,2,500000,C,783.47,,PC011,ORD001214
JE0001715,1,110000,D,1820.24,,PC001,ORD002895
JE0001715,2,500000,C,1820.24,,PC001,ORD002895
JE0001716,1,110000,D,566.67,,PC007,ORD002721
JE0001716,2,500000,C,566.67,,PC007,ORD002721
JE0001717,1,110000,D,448.44,,PC003,ORD000212
JE0001717,2,500000,C,448.44,,PC003,ORD000212
JE0001718,1,110000,D,264.94,,PC012,ORD002296
JE0001718,2,500000,C,264.94,,PC012,ORD002296
JE0001719,1,110000,D,636.08,,PC012,ORD002139
JE0001719,2,500000,C,636.08,,PC012,ORD002139
JE0001720,1,110000,D,196.41,,PC013,ORD000275
JE0001720,2,500000,C,196.41,,PC013,ORD000275
JE0001721,1,110000,D,1617.83,,PC014,ORD002050
JE0001721,2,500000,C,1617.83,,PC014,ORD002050
JE0001722,1,110000,D,902.54,,PC015,ORD000089
JE0001722,2,500000,C,902.54,,PC015,ORD000089
JE0001723,1,110000,D,269.57,,PC011,ORD000751
JE0001723,2,500000,C,269.57,,PC011,ORD000751
JE0001724,1,110000,D,1335.9,,PC006,ORD002293
JE0001724,2,500000,C,1335.9,,PC006,ORD002293
JE0001725,1,110000,D,745.57,,PC003,ORD000299
JE0001725,2,500000,C,745.57,,PC003,ORD000299
JE0001726,1,110000,D,638.37,,PC015,ORD002950
JE0001726,2,500000,C,638.37,,PC015,ORD002950
JE0001727,1,110000,D,102.96,,PC006,ORD000568
JE0001727,2,500000,C,102.96,,PC006,ORD000568
JE0001728,1,110000,D,836.31,,PC011,ORD001627
JE0001728,2,500000,C,836.31,,PC011,ORD001627
JE0001729,1,110000,D,892.82,,PC006,ORD000262
JE0001729,2,500000,C,892.82,,PC006,ORD000262
JE0001730,1,110000,D,693.23,,PC007,ORD001729
JE0001730,2,500000,C,693.23,,PC007,ORD001729
JE0001731,1,110000,D,852.97,,PC008,ORD002724
JE0001731,2,500000,C,852.97,,PC008,ORD002724
JE0001732,1,110000,D,384.24,,PC014,ORD000316
JE0001732,2,500000,C,384.24,,PC014,ORD000316
JE0001733,1,110000,D,416.72,,PC004,ORD002130
JE0001733,2,500000,C,416.72,,PC004,ORD002130
JE0001734,1,110000,D,205.89,,PC009,ORD000104
JE0001734,2,500000,C,205.89,,PC009,ORD000104
JE0001735,1,110000,D,363.6,,PC009,ORD001615
JE0001735,2,500000,C,363.6,,PC009,ORD001615
JE0001736,1,110000,D,341.44,,PC009,ORD002024
JE0001736,2,500000,C,341.44,,PC009,ORD002024
JE0001737,1,110000,D,672.45,,PC010,ORD001070
JE0001737,2,500000,C,672.45,,PC010,ORD001070
JE0001738,1,110000,D,488.03,,PC006,ORD002584
JE0001738,2,500000,C,488.03,,PC006,ORD002584
JE0001739,1,110000,D,776.77,,PC015,ORD000927
JE0001739,2,500000,C,776.77,,PC015,ORD000927
JE0001740,1,110000,D,1254.99,,PC002,ORD002369
JE0001740,2,500000,C,1254.99,,PC002,ORD002369
JE0001741,1,110000,D,1379.21,,PC001,ORD002454
JE0001741,2,500000,C,1379.21,,PC001,ORD002454
JE0001742,1,110000,D,502.66,,PC010,ORD000366
JE0001742,2,500000,C,502.66,,PC010,ORD000366
JE0001743,1,110000,D,968.54,,PC012,ORD002588
JE0001743,2,500000,C,968.54,,PC012,ORD002588
JE0001744,1,110000,D,779.88,,PC004,ORD000529
JE0001744,2,500000,C,779.88,,PC004,ORD000529
JE0001745,1,110000,D,486.94,,PC006,ORD000045
JE0001745,2,500000,C,486.94,,PC006,ORD000045
JE0001746,1,110000,D,1004.89,,PC006,ORD000309
JE0001746,2,500000,C,1004.89,,PC006,ORD000309
JE0001747,1,110000,D,272.62,,PC001,ORD001506
JE0001747,2,500000,C,272.62,,PC001,ORD001506
JE0001748,1,110000,D,1925.87,,PC006,ORD001551
JE0001748,2,500000,C,1925.87,,PC006,ORD001551
JE0001749,1,110000,D,955.17,,PC001,ORD000449
JE0001749,2,500000,C,955.17,,PC001,ORD000449
JE0001750,1,110000,D,89.98,,PC005,ORD001375
JE0001750,2,500000,C,89.98,,PC005,ORD001375
JE0001751,1,110000,D,1701.59,,PC015,ORD000572
JE0001751,2,500000,C,1701.59,,PC015,ORD000572
JE0001752,1,110000,D,576.16,,PC005,ORD001135
JE0001752,2,500000,C,576.16,,PC005,ORD001135
JE0001753,1,110000,D,1238.25,,PC012,ORD001204
JE0001753,2,500000,C,1238.25,,PC012,ORD001204
JE0001754,1,110000,D,876.38,,PC015,ORD002263
JE0001754,2,500000,C,876.38,,PC015,ORD002263
JE0001755,1,110000,D,576.4,,PC010,ORD001173
JE0001755,2,500000,C,576.4,,PC010,ORD001173
JE0001756,1,110000,D,1257.76,,PC007,ORD001319
JE0001756,2,500000,C,1257.76,,PC007,ORD001319
JE0001757,1,110000,D,331.82,,PC003,ORD000600
JE0001757,2,500000,C,331.82,,PC003,ORD000600
JE0001758,1,110000,D,1395.49,,PC002,ORD002148
JE0001758,2,500000,C,1395.49,,PC002,ORD002148
JE0001759,1,110000,D,398.33,,PC012,ORD001960
JE0001759,2,500000,C,398.33,,PC012,ORD001960
JE0001760,1,110000,D,198.06,,PC006,ORD000834
JE0001760,2,500000,C,198.06,,PC006,ORD000834
JE0001761,1,110000,D,204.79,,PC005,ORD000942
JE0001761,2,500000,C,204.79,,PC005,ORD000942
JE0001762,1,110000,D,510.42,,PC001,ORD000063
JE0001762,2,500000,C,510.42,,PC001,ORD000063
JE0001763,1,110000,D,928.32,,PC005,ORD001683
JE0001763,2,500000,C,928.32,,PC005,ORD001683
JE0001764,1,110000,D,215.1,,PC012,ORD000987
JE0001764,2,500000,C,215.1,,PC012,ORD000987
JE0001765,1,110000,D,203.32,,PC005,ORD002134
JE0001765,2,500000,C,203.32,,PC005,ORD002134
JE0001766,1,110000,D,818.31,,PC010,ORD000333
JE0001766,2,500000,C,818.31,,PC010,ORD000333
JE0001767,1,110000,D,467.43,,PC010,ORD002633
JE0001767,2,500000,C,467.43,,PC010,ORD002633
JE0001768,1,110000,D,394.21,,PC015,ORD002264
JE0001768,2,500000,C,394.21,,PC015,ORD002264
JE0001769,1,110000,D,770.0,,PC012,ORD001896
JE0001769,2,500000,C,770.0,,PC012,ORD001896
JE0001770,1,110000,D,372.94,,PC001,ORD002236
JE0001770,2,500000,C,372.94,,PC001,ORD002236
JE0001771,1,110000,D,651.98,,PC010,ORD001167
JE0001771,2,500000,C,651.98,,PC010,ORD001167
JE0001772,1,110000,D,607.42,,PC003,ORD000630
JE0001772,2,500000,C,607.42,,PC003,ORD000630
JE0001773,1,110000,D,641.4,,PC001,ORD001885
JE0001773,2,500000,C,641.4,,PC001,ORD001885
JE0001774,1,110000,D,739.44,,PC010,ORD002539
JE0001774,2,500000,C,739.44,,PC010,ORD002539
JE0001775,1,110000,D,201.15,,PC001,ORD002136
JE0001775,2,500000,C,201.15,,PC001,ORD002136
JE0001776,1,110000,D,475.07,,PC006,ORD002708
JE0001776,2,500000,C,475.07,,PC006,ORD002708
JE0001777,1,110000,D,112.27,,PC009,ORD002272
JE0001777,2,500000,C,112.27,,PC009,ORD002272
JE0001778,1,110000,D,92.21,,PC005,ORD002415
JE0001778,2,500000,C,92.21,,PC005,ORD002415
JE0001779,1,110000,D,791.55,,PC012,ORD000824
JE0001779,2,500000,C,791.55,,PC012,ORD000824
JE0001780,1,110000,D,690.36,,PC012,ORD001223
JE0001780,2,500000,C,690.36,,PC012,ORD001223
JE0001781,1,110000,D,269.49,,PC012,ORD002348
JE0001781,2,500000,C,269.49,,PC012,ORD002348
JE0001782,1,110000,D,1154.48,,PC006,ORD000461
JE0001782,2,500000,C,1154.48,,PC006,ORD000461
JE0001783,1,110000,D,186.56,,PC006,ORD001859
JE0001783,2,500000,C,186.56,,PC006,ORD001859
JE0001784,1,110000,D,693.41,,PC005,ORD000160
JE0001784,2,500000,C,693.41,,PC005,ORD000160
JE0001785,1,110000,D,355.7,,PC007,ORD000740
JE0001785,2,500000,C,355.7,,PC007,ORD000740
JE0001786,1,110000,D,67.2,,PC007,ORD000008
JE0001786,2,500000,C,67.2,,PC007,ORD000008
JE0001787,1,110000,D,1287.32,,PC002,ORD002162
JE0001787,2,500000,C,1287.32,,PC002,ORD002162
JE0001788,1,110000,D,509.77,,PC005,ORD000372
JE0001788,2,500000,C,509.77,,PC005,ORD000372
JE0001789,1,110000,D,1342.5,,PC010,ORD002696
JE0001789,2,500000,C,1342.5,,PC010,ORD002696
JE0001790,1,110000,D,746.66,,PC011,ORD002080
JE0001790,2,500000,C,746.66,,PC011,ORD002080
JE0001791,1,110000,D,122.26,,PC005,ORD000084
JE0001791,2,500000,C,122.26,,PC005,ORD000084
JE0001792,1,110000,D,609.84,,PC007,ORD001873
JE0001792,2,500000,C,609.84,,PC007,ORD001873
JE0001793,1,110000,D,799.19,,PC007,ORD002417
JE0001793,2,500000,C,799.19,,PC007,ORD002417
JE0001794,1,110000,D,1874.95,,PC003,ORD002907
JE0001794,2,500000,C,1874.95,,PC003,ORD002907
JE0001795,1,110000,D,903.78,,PC003,ORD001507
JE0001795,2,500000,C,903.78,,PC003,ORD001507
JE0001796,1,110000,D,620.05,,PC011,ORD002817
JE0001796,2,500000,C,620.05,,PC011,ORD002817
JE0001797,1,110000,D,452.47,,PC008,ORD000428
JE0001797,2,500000,C,452.47,,PC008,ORD000428
JE0001798,1,110000,D,496.19,,PC010,ORD000290
JE0001798,2,500000,C,496.19,,PC010,ORD000290
JE0001799,1,110000,D,1557.49,,PC001,ORD002695
JE0001799,2,500000,C,1557.49,,PC001,ORD002695
JE0001800,1,110000,D,327.11,,PC003,ORD001554
JE0001800,2,500000,C,327.11,,PC003,ORD001554
JE0001801,1,600000,D,34720.62,CC0012,,
JE0001801,2,200000,C,34720.62,CC0012,,
JE0001802,1,600000,D,11581.32,CC0021,,
JE0001802,2,200000,C,11581.32,CC0021,,
JE0001803,1,600000,D,57290.69,CC0018,,
JE0001803,2,200000,C,57290.69,CC0018,,
JE0001804,1,600000,D,52095.9,CC0017,,
JE0001804,2,200000,C,52095.9,CC0017,,
JE0001805,1,600000,D,20310.75,CC0019,,
JE0001805,2,200000,C,20310.75,CC0019,,
JE0001806,1,600000,D,22766.24,CC0006,,
JE0001806,2,200000,C,22766.24,CC0006,,
JE0001807,1,600000,D,44634.98,CC0015,,
JE0001807,2,200000,C,44634.98,CC0015,,
JE0001808,1,600000,D,35909.77,CC0009,,
JE0001808,2,200000,C,35909.77,CC0009,,
JE0001809,1,600000,D,44215.34,CC0024,,
JE0001809,2,200000,C,44215.34,CC0024,,
JE0001810,1,600000,D,9883.42,CC0015,,
JE0001810,2,200000,C,9883.42,CC0015,,
JE0001811,1,600000,D,14746.87,CC0022,,
JE0001811,2,200000,C,14746.87,CC0022,,
JE0001812,1,600000,D,57108.43,CC0003,,
JE0001812,2,200000,C,57108.43,CC0003,,
JE0001813,1,600000,D,51091.35,CC0023,,
JE0001813,2,200000,C,51091.35,CC0023,,
JE0001814,1,600000,D,13106.47,CC0019,,
JE0001814,2,200000,C,13106.47,CC0019,,
JE0001815,1,600000,D,30029.7,CC0016,,
JE0001815,2,200000,C,30029.7,CC0016,,
JE0001816,1,600000,D,42987.5,CC0018,,
JE0001816,2,200000,C,42987.5,CC0018,,
JE0001817,1,600000,D,53939.96,CC0022,,
JE0001817,2,200000,C,53939.96,CC0022,,
JE0001818,1,600000,D,28049.02,CC0010,,
JE0001818,2,200000,C,28049.02,CC0010,,
JE0001819,1,600000,D,30820.24,CC0018,,
JE0001819,2,200000,C,30820.24,CC0018,,
JE0001820,1,600000,D,5415.0,CC0008,,
JE0001820,2,200000,C,5415.0,CC0008,,
JE0001821,1,600000,D,40084.19,CC0004,,
JE0001821,2,200000,C,40084.19,CC0004,,
JE0001822,1,600000,D,16398.47,CC0008,,
JE0001822,2,200000,C,16398.47,CC0008,,
JE0001823,1,600000,D,42342.81,CC0024,,
JE0001823,2,200000,C,42342.81,CC0024,,
JE0001824,1,600000,D,27712.71,CC0019,,
JE0001824,2,200000,C,27712.71,CC0019,,
JE0001825,1,600000,D,9030.6,CC0005,,
JE0001825,2,200000,C,9030.6,CC0005,,
JE0001826,1,600000,D,10169.22,CC0014,,
JE0001826,2,200000,C,10169.22,CC0014,,
JE0001827,1,600000,D,19527.96,CC0001,,
JE0001827,2,200000,C,19527.96,CC0001,,
JE0001828,1,600000,D,57913.45,CC0010,,
JE0001828,2,200000,C,57913.45,CC0010,,
JE0001829,1,600000,D,28337.45,CC0013,,
JE0001829,2,200000,C,28337.45,CC0013,,
JE0001830,1,600000,D,10299.31,CC0011,,
JE0001830,2,200000,C,10299.31,CC0011,,
JE0001831,1,600000,D,13686.23,CC0007,,
JE0001831,2,200000,C,13686.23,CC0007,,
JE0001832,1,600000,D,6381.56,CC0014,,
JE0001832,2,200000,C,6381.56,CC0014,,
JE0001833,1,600000,D,24378.42,CC0004,,
JE0001833,2,200000,C,24378.42,CC0004,,
JE0001834,1,600000,D,16349.84,CC0008,,
JE0001834,2,200000,C,16349.84,CC0008,,
JE0001835,1,600000,D,57173.7,CC0019,,
JE0001835,2,200000,C,57173.7,CC0019,,
JE0001836,1,600000,D,6588.79,CC0005,,
JE0001836,2,200000,C,6588.79,CC0005,,
JE0001837,1,600000,D,8165.74,CC0013,,
JE0001837,2,200000,C,8165.74,CC0013,,
JE0001838,1,600000,D,8712.2,CC0001,,
JE0001838,2,200000,C,8712.2,CC0001,,
JE0001839,1,600000,D,41490.83,CC0025,,
JE0001839,2,200000,C,41490.83,CC0025,,
JE0001840,1,600000,D,35357.1,CC0016,,
JE0001840,2,200000,C,35357.1,CC0016,,
JE0001841,1,600000,D,2286.21,CC0018,,
JE0001841,2,200000,C,2286.21,CC0018,,
JE0001842,1,600000,D,48748.62,CC0009,,
JE0001842,2,200000,C,48748.62,CC0009,,
JE0001843,1,600000,D,8229.13,CC0009,,
JE0001843,2,200000,C,8229.13,CC0009,,
JE0001844,1,600000,D,10911.36,CC0001,,
JE0001844,2,200000,C,10911.36,CC0001,,
JE0001845,1,600000,D,30271.46,CC0006,,
JE0001845,2,200000,C,30271.46,CC0006,,
JE0001846,1,600000,D,11195.63,CC0020,,
JE0001846,2,200000,C,11195.63,CC0020,,
JE0001847,1,600000,D,17223.92,CC0008,,
JE0001847,2,200000,C,17223.92,CC0008,,
JE0001848,1,600000,D,3044.32,CC0014,,
JE0001848,2,200000,C,3044.32,CC0014,,
JE0001849,1,600000,D,39189.43,CC0023,,
JE0001849,2,200000,C,39189.43,CC0023,,
JE0001850,1,600000,D,4597.77,CC0017,,
JE0001850,2,200000,C,4597.77,CC0017,,
JE0001851,1,600000,D,25734.85,CC0003,,
JE0001851,2,200000,C,25734.85,CC0003,,
JE0001852,1,600000,D,38214.51,CC0022,,
JE0001852,2,200000,C,38214.51,CC0022,,
JE0001853,1,600000,D,59374.81,CC0002,,
JE0001853,2,200000,C,59374.81,CC0002,,
JE0001854,1,600000,D,29301.38,CC0011,,
JE0001854,2,200000,C,29301.38,CC0011,,
JE0001855,1,600000,D,54847.94,CC0006,,
JE0001855,2,200000,C,54847.94,CC0006,,
JE0001856,1,600000,D,16955.71,CC0013,,
JE0001856,2,200000,C,16955.71,CC0013,,
JE0001857,1,600000,D,2728.9,CC0011,,
JE0001857,2,200000,C,2728.9,CC0011,,
JE0001858,1,600000,D,4456.88,CC0023,,
JE0001858,2,200000,C,4456.88,CC0023,,
JE0001859,1,600000,D,46243.69,CC0009,,
JE0001859,2,200000,C,46243.69,CC0009,,
JE0001860,1,600000,D,6907.93,CC0020,,
JE0001860,2,200000,C,6907.93,CC0020,,
JE0001861,1,600000,D,32487.68,CC0016,,
JE0001861,2,200000,C,32487.68,CC0016,,
JE0001862,1,600000,D,46078.93,CC0004,,
JE0001862,2,200000,C,46078.93,CC0004,,
JE0001863,1,600000,D,21933.47,CC0006,,
JE0001863,2,200000,C,21933.47,CC0006,,
JE0001864,1,600000,D,11389.92,CC0017,,
JE0001864,2,200000,C,11389.92,CC0017,,
JE0001865,1,600000,D,54924.82,CC0013,,
JE0001865,2,200000,C,54924.82,CC0013,,
JE0001866,1,600000,D,56905.97,CC0003,,
JE0001866,2,200000,C,56905.97,CC0003,,
JE0001867,1,600000,D,50365.11,CC0024,,
JE0001867,2,200000,C,50365.11,CC0024,,
JE0001868,1,600000,D,32985.35,CC0017,,
JE0001868,2,200000,C,32985.35,CC0017,,
JE0001869,1,600000,D,6325.19,CC0011,,
JE0001869,2,200000,C,6325.19,CC0011,,
JE0001870,1,600000,D,2175.75,CC0017,,
JE0001870,2,200000,C,2175.75,CC0017,,
JE0001871,1,600000,D,55155.87,CC0009,,
JE0001871,2,200000,C,55155.87,CC0009,,
JE0001872,1,600000,D,21104.78,CC0021,,
JE0001872,2,200000,C,21104.78,CC0021,,
JE0001873,1,600000,D,4513.8,CC0025,,
JE0001873,2,200000,C,4513.8,CC0025,,
JE0001874,1,600000,D,46687.62,CC0013,,
JE0001874,2,200000,C,46687.62,CC0013,,
JE0001875,1,600000,D,57672.97,CC0019,,
JE0001875,2,200000,C,57672.97,CC0019,,
JE0001876,1,600000,D,35574.98,CC0003,,
JE0001876,2,200000,C,35574.98,CC0003,,
JE0001877,1,600000,D,9050.65,CC0018,,
JE0001877,2,200000,C,9050.65,CC0018,,
JE0001878,1,600000,D,47718.71,CC0011,,
JE0001878,2,200000,C,47718.71,CC0011,,
JE0001879,1,600000,D,11277.96,CC0020,,
JE0001879,2,200000,C,11277.96,CC0020,,
JE0001880,1,600000,D,14171.0,CC0017,,
JE0001880,2,200000,C,14171.0,CC0017,,
JE0001881,1,600000,D,23324.66,CC0010,,
JE0001881,2,200000,C,23324.66,CC0010,,
JE0001882,1,600000,D,8513.55,CC0016,,
JE0001882,2,200000,C,8513.55,CC0016,,
JE0001883,1,600000,D,51194.66,CC0021,,
JE0001883,2,200000,C,51194.66,CC0021,,
JE0001884,1,600000,D,11742.82,CC0021,,
JE0001884,2,200000,C,11742.82,CC0021,,
JE0001885,1,600000,D,38739.16,CC0011,,
JE0001885,2,200000,C,38739.16,CC0011,,
JE0001886,1,600000,D,9297.96,CC0022,,
JE0001886,2,200000,C,9297.96,CC0022,,
JE0001887,1,600000,D,21461.8,CC0014,,
JE0001887,2,200000,C,21461.8,CC0014,,
JE0001888,1,600000,D,49478.05,CC0022,,
JE0001888,2,200000,C,49478.05,CC0022,,
JE0001889,1,600000,D,27351.17,CC0015,,
JE0001889,2,200000,C,27351.17,CC0015,,
JE0001890,1,600000,D,41897.39,CC0018,,
JE0001890,2,200000,C,41897.39,CC0018,,
JE0001891,1,600000,D,43504.4,CC0024,,
JE0001891,2,200000,C,43504.4,CC0024,,
JE0001892,1,600000,D,44222.49,CC0022,,
JE0001892,2,200000,C,44222.49,CC0022,,
JE0001893,1,600000,D,30091.84,CC0022,,
JE0001893,2,200000,C,30091.84,CC0022,,
JE0001894,1,600000,D,6984.29,CC0023,,
JE0001894,2,200000,C,6984.29,CC0023,,
JE0001895,1,600000,D,10596.73,CC0015,,
JE0001895,2,200000,C,10596.73,CC0015,,
JE0001896,1,600000,D,18399.61,CC0002,,
JE0001896,2,200000,C,18399.61,CC0002,,
JE0001897,1,600000,D,5377.82,CC0017,,
JE0001897,2,200000,C,5377.82,CC0017,,
JE0001898,1,600000,D,10493.37,CC0018,,
JE0001898,2,200000,C,10493.37,CC0018,,
JE0001899,1,600000,D,20939.08,CC0021,,
JE0001899,2,200000,C,20939.08,CC0021,,
JE0001900,1,600000,D,42565.77,CC0010,,
JE0001900,2,200000,C,42565.77,CC0010,,
JE0001901,1,600000,D,36831.74,CC0008,,
JE0001901,2,200000,C,36831.74,CC0008,,
JE0001902,1,600000,D,6974.21,CC0007,,
JE0001902,2,200000,C,6974.21,CC0007,,
