posting_id,cost_center,gl_account,fiscal_year,period,amount,posting_date
COP001395,CC0022,430000,2024,5,16145.05,2024-05-25
COP001396,CC0016,400000,2024,5,5580.84,2024-05-24
COP001397,CC0011,400000,2024,2,28077.99,2024-02-27
COP001398,CC0022,400000,2023,1,39693.27,2023-01-01
COP001399,CC0002,420000,2024,9,44560.49,2024-09-25
COP001400,CC0006,410000,2024,7,32902.5,2024-07-29
COP001401,CC0021,420000,2024,4,18485.45,2024-04-12
COP001402,CC0022,410000,2023,2,42293.71,2023-02-25
COP001403,CC0025,440000,2023,12,38487.11,2023-12-06
COP001404,CC0019,430000,2024,9,35974.57,2024-09-06
COP001405,CC0008,430000,2024,1,6144.16,2024-01-08
COP001406,CC0007,410000,2024,11,608.75,2024-11-05
COP001407,CC0001,420000,2023,12,27610.68,2023-12-30
COP001408,CC0022,400000,2024,1,2766.02,2024-01-18
COP001409,CC0004,430000,2023,6,7452.23,2023-06-18
COP001410,CC0021,400000,2024,2,13087.32,2024-02-24
COP001411,CC0016,410000,2023,7,6476.92,2023-07-20
COP001412,CC0020,410000,2024,2,23123.78,2024-02-07
COP001413,CC0009,420000,2023,7,5834.4,2023-07-15
COP001414,CC0006,400000,2024,2,46368.01,2024-02-29
COP001415,CC0017,440000,2024,11,6599.35,2024-11-19
COP001416,CC0020,430000,2024,4,33093.61,2024-04-06
COP001417,CC0010,410000,2024,5,48210.81,2024-05-31
COP001418,CC0025,440000,2023,1,36942.59,2023-01-05
COP001419,CC0021,430000,2024,7,42021.4,2024-07-20
COP001420,CC0007,440000,2024,5,39163.53,2024-05-09
COP001421,CC0013,440000,2023,7,9095.69,2023-07-01
COP001422,CC0022,400000,2023,5,19676.58,2023-05-12
COP001423,CC0004,440000,2024,9,44193.45,2024-09-06
COP001424,CC0015,430000,2024,5,21223.9,2024-05-31
COP001425,CC0013,410000,2024,9,14043.0,2024-09-15
COP001426,CC0024,420000,2023,12,22915.86,2023-12-18
COP001427,CC0008,410000,2023,5,20930.9,2023-05-17
COP001428,CC0012,440000,2024,12,15296.2,2024-12-17
COP001429,CC0021,440000,2024,12,43105.02,2024-12-19
COP001430,CC0013,440000,2024,12,31812.87,2024-12-29
COP001431,CC0008,410000,2023,7,31396.3,2023-07-25
COP001432,CC0017,420000,2023,10,46098.99,2023-10-25
COP001433,CC0011,410000,2023,5,25442.73,2023-05-16
COP001434,CC0002,420000,2024,12,35662.46,2024-12-11
COP001435,CC0002,440000,2023,12,24278.31,2023-12-27
COP001436,CC0013,430000,2024,8,33875.05,2024-08-07
COP001437,CC0010,420000,2024,6,43935.12,2024-06-30
COP001438,CC0009,400000,2024,3,26375.13,2024-03-08
COP001439,CC0024,430000,2023,1,7693.67,2023-01-26
COP001440,CC0019,400000,2024,11,10395.17,2024-11-17
COP001441,CC0024,420000,2023,6,34327.82,2023-06-14
COP001442,CC0025,400000,2023,5,34684.45,2023-05-30
COP001443,CC0011,410000,2023,10,37802.9,2023-10-30
COP001444,CC0001,420000,2023,2,40794.3,2023-02-03
COP001445,CC0023,440000,2023,4,43467.75,2023-04-15
COP001446,CC0019,410000,2024,7,37249.43,2024-07-29
COP001447,CC0018,430000,2024,7,12260.98,2024-07-28
COP001448,CC0002,420000,2024,12,34800.34,2024-12-13
COP001449,CC0004,430000,2023,2,19683.96,2023-02-18
COP001450,CC0014,420000,2024,12,48308.74,2024-12-02
COP001451,CC0004,400000,2023,2,37311.66,2023-02-25
COP001452,CC0010,440000,2023,7,43508.07,2023-07-27
COP001453,CC0004,410000,2024,3,45618.58,2024-03-29
COP001454,CC0012,420000,2024,12,37877.83,2024-12-22
COP001455,CC0021,440000,2024,7,10225.22,2024-07-13
COP001456,CC0024,420000,2023,7,22716.34,2023-07-18
COP001457,CC0017,400000,2024,11,9755.34,2024-11-30
COP001458,CC0004,440000,2023,6,6408.01,2023-06-27
COP001459,CC0007,430000,2023,2,14316.06,2023-02-11
COP001460,CC0015,410000,2023,9,8465.98,2023-09-28
COP001461,CC0021,400000,2023,9,16862.86,2023-09-19
COP001462,CC0020,410000,2024,12,2477.06,2024-12-27
COP001463,CC0014,440000,2023,11,3017.34,2023-11-27
COP001464,CC0019,440000,2024,10,42235.43,2024-10-02
COP001465,CC0001,430000,2023,11,39600.46,2023-11-05
COP001466,CC0009,420000,2024,7,4107.6,2024-07-17
COP001467,CC0025,420000,2024,12,26507.06,2024-12-25
COP001468,CC0002,440000,2023,7,3874.74,2023-07-08
COP001469,CC0005,410000,2024,6,21088.6,2024-06-01
COP001470,CC0013,430000,2024,7,5051.3,2024-07-03
COP001471,CC0024,410000,2023,8,33335.06,2023-08-15
COP001472,CC0007,420000,2023,12,15031.93,2023-12-06
COP001473,CC0006,440000,2024,9,24005.43,2024-09-25
COP001474,CC0016,400000,2024,7,6178.74,2024-07-28
COP001475,CC0019,430000,2023,12,12397.22,2023-12-21
COP001476,CC0003,440000,2024,10,45971.06,2024-10-19
COP001477,CC0008,400000,2023,9,34286.29,2023-09-07
COP001478,CC0007,430000,2023,11,45838.66,2023-11-25
COP001479,CC0024,430000,2023,4,13201.23,2023-04-27
COP001480,CC0016,400000,2023,10,45611.13,2023-10-17
COP001481,CC0014,440000,2024,1,40239.43,2024-01-19
COP001482,CC0005,430000,2024,4,2670.66,2024-04-01
COP001483,CC0005,410000,2024,10,16355.48,2024-10-29
COP001484,CC0010,400000,2023,3,8786.04,2023-03-26
COP001485,CC0015,440000,2024,7,862.86,2024-07-04
COP001486,CC0003,410000,2023,3,33681.59,2023-03-09
COP001487,CC0008,430000,2023,8,41865.42,2023-08-07
COP001488,CC0006,440000,2023,7,41523.06,2023-07-30
COP001489,CC0024,400000,2024,3,37471.1,2024-03-21
COP001490,CC0009,400000,2023,6,23231.65,2023-06-07
COP001491,CC0010,400000,2023,12,4832.28,2023-12-06
COP001492,CC0007,410000,2023,2,39813.63,2023-02-25
COP001493,CC0011,400000,2024,7,28960.63,2024-07-25
COP001494,CC0004,420000,2023,8,20677.82,2023-08-22
COP001495,CC0016,430000,2024,4,21934.74,2024-04-06
COP001496,CC0021,430000,2023,1,33828.29,2023-01-18
COP001497,CC0019,400000,2024,7,32250.43,2024-07-01
COP001498,CC0018,400000,2024,9,37920.05,2024-09-25
COP001499,CC0004,400000,2024,8,35193.66,2024-08-22
COP001500,CC0012,420000,2023,3,46438.36,2023-03-16
