movement_id,material_id,warehouse_id,movement_type,quantity,movement_date,reference_document
MOV000947,MAT00380,WH03,GI_261_Goods_Issue_Production,-185,2023-12-07 00:00:00,PRO000006
MOV000948,MAT00140,WH03,GI_261_Goods_Issue_Production,-196,2023-12-06 00:00:00,PRO000298
MOV000949,MAT00223,WH06,GI_261_Goods_Issue_Production,-43,2024-01-11 00:00:00,PRO000356
MOV000950,MAT00178,WH07,GI_261_Goods_Issue_Production,-133,2024-03-16 00:00:00,PRO000328
MOV000951,MAT00368,WH02,GI_261_Goods_Issue_Production,-134,2024-04-25 00:00:00,PRO000273
MOV000952,MAT00143,WH03,GI_261_Goods_Issue_Production,-38,2023-12-21 00:00:00,PRO000215
MOV000953,MAT00342,WH05,GI_261_Goods_Issue_Production,-115,2023-02-26 00:00:00,PRO000082
MOV000954,MAT00398,WH01,GI_261_Goods_Issue_Production,-122,2023-12-01 00:00:00,PRO000030
MOV000955,MAT00147,WH01,GI_261_Goods_Issue_Production,-21,2024-07-19 00:00:00,PRO000337
MOV000956,MAT00196,WH06,GI_261_Goods_Issue_Production,-26,2024-07-20 00:00:00,PRO000302
MOV000957,MAT00338,WH05,GI_261_Goods_Issue_Production,-76,2023-02-08 00:00:00,PRO000224
MOV000958,MAT00163,WH07,GI_261_Goods_Issue_Production,-177,2023-03-17 00:00:00,PRO000168
MOV000959,MAT00249,WH07,GI_261_Goods_Issue_Production,-90,2023-07-09 00:00:00,PRO000230
MOV000960,MAT00272,WH08,GI_261_Goods_Issue_Production,-13,2024-12-12 00:00:00,PRO000318
MOV000961,MAT00024,WH06,GI_261_Goods_Issue_Production,-190,2024-09-21 00:00:00,PRO000100
MOV000962,MAT00125,WH07,GI_261_Goods_Issue_Production,-183,2023-12-14 00:00:00,PRO000091
MOV000963,MAT00092,WH04,GI_261_Goods_Issue_Production,-144,2023-01-04 00:00:00,PRO000478
MOV000964,MAT00326,WH07,GI_261_Goods_Issue_Production,-200,2023-11-24 00:00:00,PRO000413
MOV000965,MAT00011,WH03,GI_261_Goods_Issue_Production,-157,2024-04-12 00:00:00,PRO000416
MOV000966,MAT00081,WH01,GI_261_Goods_Issue_Production,-195,2024-03-25 00:00:00,PRO000104
MOV000967,MAT00002,WH04,GI_261_Goods_Issue_Production,-154,2023-09-01 00:00:00,PRO000465
MOV000968,MAT00103,WH05,GI_261_Goods_Issue_Production,-67,2024-12-26 00:00:00,PRO000466
MOV000969,MAT00321,WH02,GI_261_Goods_Issue_Production,-181,2023-02-13 00:00:00,PRO000086
MOV000970,MAT00274,WH05,GI_261_Goods_Issue_Production,-96,2024-03-06 00:00:00,PRO000247
MOV000971,MAT00280,WH04,GI_261_Goods_Issue_Production,-142,2024-08-01 00:00:00,PRO000096
MOV000972,MAT00049,WH02,GI_261_Goods_Issue_Production,-143,2023-03-26 00:00:00,PRO000304
MOV000973,MAT00106,WH06,GI_261_Goods_Issue_Production,-186,2023-10-24 00:00:00,PRO000257
MOV000974,MAT00315,WH04,GI_261_Goods_Issue_Production,-189,2024-02-01 00:00:00,PRO000105
MOV000975,MAT00266,WH01,GI_261_Goods_Issue_Production,-168,2023-10-08 00:00:00,PRO000376
MOV000976,MAT00257,WH06,GI_261_Goods_Issue_Production,-34,2023-04-23 00:00:00,PRO000200
MOV000977,MAT00033,WH01,GI_261_Goods_Issue_Production,-120,2023-03-04 00:00:00,PRO000486
MOV000978,MAT00377,WH02,GI_261_Goods_Issue_Production,-179,2023-11-23 00:00:00,PRO000181
MOV000979,MAT00116,WH01,GI_261_Goods_Issue_Production,-196,2023-08-28 00:00:00,PRO000036
MOV000980,MAT00057,WH05,GI_261_Goods_Issue_Production,-73,2024-10-02 00:00:00,PRO000479
MOV000981,MAT00259,WH08,GI_261_Goods_Issue_Production,-133,2024-11-04 00:00:00,PRO000072
MOV000982,MAT00089,WH03,GI_261_Goods_Issue_Production,-98,2023-07-01 00:00:00,PRO000462
MOV000983,MAT00319,WH04,GI_261_Goods_Issue_Production,-179,2024-02-27 00:00:00,PRO000281
MOV000984,MAT00071,WH02,GI_261_Goods_Issue_Production,-183,2024-11-25 00:00:00,PRO000107
MOV000985,MAT00008,WH03,GI_261_Goods_Issue_Production,-174,2023-07-28 00:00:00,PRO000265
MOV000986,MAT00399,WH05,GI_261_Goods_Issue_Production,-108,2024-08-14 00:00:00,PRO000372
MOV000987,MAT00338,WH01,GI_261_Goods_Issue_Production,-48,2024-07-01 00:00:00,PRO000222
MOV000988,MAT00199,WH06,GI_261_Goods_Issue_Production,-152,2023-04-22 00:00:00,PRO000336
MOV000989,MAT00219,WH04,GI_261_Goods_Issue_Production,-166,2024-11-20 00:00:00,PRO000322
MOV000990,MAT00362,WH06,GI_261_Goods_Issue_Production,-23,2024-10-17 00:00:00,PRO000398
MOV000991,MAT00037,WH04,GI_261_Goods_Issue_Production,-12,2024-04-16 00:00:00,PRO000089
MOV000992,MAT00220,WH08,GI_261_Goods_Issue_Production,-174,2023-11-03 00:00:00,PRO000297
MOV000993,MAT00147,WH04,GI_261_Goods_Issue_Production,-50,2024-10-19 00:00:00,PRO000046
MOV000994,MAT00239,WH02,GI_261_Goods_Issue_Production,-139,2024-10-26 00:00:00,PRO000377
MOV000995,MAT00396,WH05,GI_261_Goods_Issue_Production,-130,2023-08-12 00:00:00,PRO000357
MOV000996,MAT00078,WH07,GI_261_Goods_Issue_Production,-136,2023-05-15 00:00:00,PRO000051
MOV000997,MAT00395,WH08,GI_261_Goods_Issue_Production,-52,2023-09-11 00:00:00,PRO000388
MOV000998,MAT00363,WH03,GI_261_Goods_Issue_Production,-29,2023-03-28 00:00:00,PRO000103
MOV000999,MAT00187,WH06,GI_261_Goods_Issue_Production,-135,2024-04-28 00:00:00,PRO000002
MOV001000,MAT00220,WH06,GI_261_Goods_Issue_Production,-92,2023-04-06 00:00:00,PRO000422
MOV001001,MAT00140,WH03,GI_261_Goods_Issue_Production,-71,2024-08-02 00:00:00,PRO000293
MOV001002,MAT00019,WH05,GI_261_Goods_Issue_Production,-94,2023-12-06 00:00:00,PRO000455
MOV001003,MAT00101,WH05,GI_261_Goods_Issue_Production,-81,2024-03-01 00:00:00,PRO000180
MOV001004,MAT00121,WH08,GI_261_Goods_Issue_Production,-22,2023-06-01 00:00:00,PRO000495
MOV001005,MAT00106,WH01,GI_261_Goods_Issue_Production,-139,2024-03-29 00:00:00,PRO000386
MOV001006,MAT00282,WH04,GI_261_Goods_Issue_Production,-67,2024-08-23 00:00:00,PRO000400
MOV001007,MAT00390,WH02,GI_261_Goods_Issue_Production,-150,2023-02-07 00:00:00,PRO000142
MOV001008,MAT00263,WH01,GI_261_Goods_Issue_Production,-174,2024-01-28 00:00:00,PRO000348
MOV001009,MAT00026,WH07,GI_261_Goods_Issue_Production,-106,2024-08-07 00:00:00,PRO000120
MOV001010,MAT00315,WH05,GI_261_Goods_Issue_Production,-113,2024-07-30 00:00:00,PRO000199
MOV001011,MAT00288,WH02,GI_261_Goods_Issue_Production,-70,2023-02-10 00:00:00,PRO000267
MOV001012,MAT00181,WH04,GI_261_Goods_Issue_Production,-30,2024-05-28 00:00:00,PRO000206
MOV001013,MAT00359,WH05,GI_261_Goods_Issue_Production,-127,2024-12-04 00:00:00,PRO000064
MOV001014,MAT00204,WH06,GI_261_Goods_Issue_Production,-123,2024-10-05 00:00:00,PRO000095
MOV001015,MAT00199,WH02,GI_261_Goods_Issue_Production,-156,2023-02-20 00:00:00,PRO000078
MOV001016,MAT00087,WH04,GI_261_Goods_Issue_Production,-124,2023-11-19 00:00:00,PRO000350
MOV001017,MAT00051,WH07,GI_261_Goods_Issue_Production,-32,2024-03-14 00:00:00,PRO000375
MOV001018,MAT00142,WH06,GI_261_Goods_Issue_Production,-137,2023-02-15 00:00:00,PRO000335
MOV001019,MAT00023,WH04,GI_261_Goods_Issue_Production,-124,2023-06-25 00:00:00,PRO000292
MOV001020,MAT00084,WH02,GI_261_Goods_Issue_Production,-90,2024-08-01 00:00:00,PRO000353
MOV001021,MAT00001,WH04,GI_261_Goods_Issue_Production,-40,2023-01-03 00:00:00,PRO000410
MOV001022,MAT00032,WH08,GI_261_Goods_Issue_Production,-137,2023-11-05 00:00:00,PRO000390
MOV001023,MAT00049,WH03,GI_261_Goods_Issue_Production,-200,2024-02-01 00:00:00,PRO000482
MOV001024,MAT00094,WH06,GI_261_Goods_Issue_Production,-177,2023-04-22 00:00:00,PRO000326
MOV001025,MAT00262,WH06,GI_261_Goods_Issue_Production,-14,2024-05-29 00:00:00,PRO000446
MOV001026,MAT00046,WH05,GI_261_Goods_Issue_Production,-36,2023-02-07 00:00:00,PRO000325
MOV001027,MAT00362,WH04,GI_261_Goods_Issue_Production,-113,2023-12-23 00:00:00,PRO000344
MOV001028,MAT00391,WH03,GI_261_Goods_Issue_Production,-115,2024-09-12 00:00:00,PRO000236
MOV001029,MAT00250,WH02,GI_261_Goods_Issue_Production,-19,2023-04-28 00:00:00,PRO000061
MOV001030,MAT00174,WH01,GI_261_Goods_Issue_Production,-152,2024-12-30 00:00:00,PRO000407
MOV001031,MAT00163,WH03,GI_261_Goods_Issue_Production,-150,2023-08-15 00:00:00,PRO000235
MOV001032,MAT00131,WH03,GI_261_Goods_Issue_Production,-10,2023-12-06 00:00:00,PRO000499
MOV001033,MAT00162,WH08,GI_261_Goods_Issue_Production,-33,2023-06-11 00:00:00,PRO000076
MOV001034,MAT00276,WH04,GI_261_Goods_Issue_Production,-164,2023-08-20 00:00:00,PRO000218
MOV001035,MAT00384,WH06,GI_261_Goods_Issue_Production,-168,2024-03-12 00:00:00,PRO000057
MOV001036,MAT00064,WH07,GI_261_Goods_Issue_Production,-173,2024-06-22 00:00:00,PRO000053
MOV001037,MAT00324,WH05,GI_261_Goods_Issue_Production,-87,2023-09-18 00:00:00,PRO000244
MOV001038,MAT00227,WH04,GI_261_Goods_Issue_Production,-140,2023-08-21 00:00:00,PRO000015
MOV001039,MAT00380,WH08,GI_261_Goods_Issue_Production,-153,2024-10-01 00:00:00,PRO000059
MOV001040,MAT00034,WH05,GI_261_Goods_Issue_Production,-62,2024-06-15 00:00:00,PRO000380
MOV001041,MAT00140,WH02,GI_261_Goods_Issue_Production,-177,2024-09-02 00:00:00,PRO000077
MOV001042,MAT00338,WH02,GI_261_Goods_Issue_Production,-181,2024-05-27 00:00:00,PRO000299
MOV001043,MAT00176,WH05,GI_261_Goods_Issue_Production,-126,2023-11-06 00:00:00,PRO000023
MOV001044,MAT00243,WH04,GI_261_Goods_Issue_Production,-97,2024-09-22 00:00:00,PRO000217
MOV001045,MAT00319,WH07,GI_261_Goods_Issue_Production,-103,2023-10-14 00:00:00,PRO000443
MOV001046,MAT00011,WH03,GI_261_Goods_Issue_Production,-23,2024-07-10 00:00:00,PRO000295
MOV001047,MAT00046,WH05,GI_261_Goods_Issue_Production,-67,2023-09-09 00:00:00,PRO000442
MOV001048,MAT00136,WH07,GI_261_Goods_Issue_Production,-126,2024-05-05 00:00:00,PRO000324
MOV001049,MAT00354,WH04,GI_261_Goods_Issue_Production,-94,2023-04-16 00:00:00,PRO000409
MOV001050,MAT00259,WH02,GI_261_Goods_Issue_Production,-153,2023-11-17 00:00:00,PRO000087
MOV001051,MAT00139,WH04,GI_261_Goods_Issue_Production,-168,2024-12-21 00:00:00,PRO000255
MOV001052,MAT00289,WH05,GI_261_Goods_Issue_Production,-163,2024-06-23 00:00:00,PRO000081
MOV001053,MAT00094,WH03,GI_261_Goods_Issue_Production,-131,2023-01-31 00:00:00,PRO000301
MOV001054,MAT00032,WH07,GI_261_Goods_Issue_Production,-193,2024-08-09 00:00:00,PRO000232
MOV001055,MAT00380,WH01,GI_261_Goods_Issue_Production,-178,2023-02-10 00:00:00,PRO000396
MOV001056,MAT00369,WH06,GI_261_Goods_Issue_Production,-103,2023-06-26 00:00:00,PRO000440
MOV001057,MAT00027,WH02,GI_261_Goods_Issue_Production,-193,2023-05-11 00:00:00,PRO000111
MOV001058,MAT00087,WH05,GI_261_Goods_Issue_Production,-125,2023-01-15 00:00:00,PRO000034
MOV001059,MAT00231,WH03,GI_261_Goods_Issue_Production,-39,2024-09-12 00:00:00,PRO000196
MOV001060,MAT00120,WH01,GI_261_Goods_Issue_Production,-34,2024-04-17 00:00:00,PRO000321
MOV001061,MAT00276,WH03,GI_261_Goods_Issue_Production,-178,2023-04-04 00:00:00,PRO000075
MOV001062,MAT00045,WH01,GI_261_Goods_Issue_Production,-66,2023-09-02 00:00:00,PRO000119
MOV001063,MAT00162,WH06,GI_261_Goods_Issue_Production,-10,2024-09-22 00:00:00,PRO000184
MOV001064,MAT00258,WH07,GI_261_Goods_Issue_Production,-97,2023-05-20 00:00:00,PRO000427
MOV001065,MAT00149,WH01,GI_261_Goods_Issue_Production,-100,2023-06-28 00:00:00,PRO000433
MOV001066,MAT00199,WH05,GI_261_Goods_Issue_Production,-172,2024-09-09 00:00:00,PRO000150
MOV001067,MAT00177,WH07,GI_261_Goods_Issue_Production,-84,2024-06-20 00:00:00,PRO000280
MOV001068,MAT00070,WH02,GI_261_Goods_Issue_Production,-150,2024-08-29 00:00:00,PRO000320
MOV001069,MAT00199,WH03,GI_261_Goods_Issue_Production,-143,2024-10-07 00:00:00,PRO000436
MOV001070,MAT00004,WH02,GI_261_Goods_Issue_Production,-105,2023-08-19 00:00:00,PRO000211
MOV001071,MAT00075,WH07,GI_261_Goods_Issue_Production,-189,2023-05-05 00:00:00,PRO000213
MOV001072,MAT00018,WH01,GI_261_Goods_Issue_Production,-37,2024-10-02 00:00:00,PRO000173
MOV001073,MAT00347,WH02,GI_261_Goods_Issue_Production,-21,2023-02-07 00:00:00,PRO000223
MOV001074,MAT00346,WH06,GI_261_Goods_Issue_Production,-52,2023-06-27 00:00:00,PRO000094
MOV001075,MAT00256,WH01,GI_261_Goods_Issue_Production,-136,2024-11-19 00:00:00,PRO000035
MOV001076,MAT00094,WH02,GI_261_Goods_Issue_Production,-45,2023-03-01 00:00:00,PRO000243
MOV001077,MAT00194,WH01,GI_261_Goods_Issue_Production,-193,2024-09-14 00:00:00,PRO000389
MOV001078,MAT00162,WH07,GI_261_Goods_Issue_Production,-200,2024-10-24 00:00:00,PRO000106
MOV001079,MAT00194,WH02,GI_261_Goods_Issue_Production,-194,2023-04-06 00:00:00,PRO000065
MOV001080,MAT00197,WH01,GI_261_Goods_Issue_Production,-114,2024-12-21 00:00:00,PRO000159
MOV001081,MAT00194,WH05,GI_261_Goods_Issue_Production,-37,2024-11-26 00:00:00,PRO000155
MOV001082,MAT00095,WH08,GI_261_Goods_Issue_Production,-75,2023-12-19 00:00:00,PRO000245
MOV001083,MAT00241,WH05,GI_261_Goods_Issue_Production,-166,2023-12-25 00:00:00,PRO000109
MOV001084,MAT00299,WH01,GI_261_Goods_Issue_Production,-60,2024-01-10 00:00:00,PRO000031
MOV001085,MAT00234,WH02,GI_261_Goods_Issue_Production,-58,2024-08-12 00:00:00,PRO000450
MOV001086,MAT00357,WH01,GI_261_Goods_Issue_Production,-40,2024-07-26 00:00:00,PRO000268
MOV001087,MAT00395,WH07,GI_261_Goods_Issue_Production,-110,2023-01-30 00:00:00,PRO000339
MOV001088,MAT00271,WH08,GI_261_Goods_Issue_Production,-65,2023-04-24 00:00:00,PRO000131
MOV001089,MAT00318,WH08,GI_261_Goods_Issue_Production,-127,2024-01-05 00:00:00,PRO000393
MOV001090,MAT00147,WH02,GI_261_Goods_Issue_Production,-58,2023-02-15 00:00:00,PRO000483
MOV001091,MAT00186,WH04,GI_261_Goods_Issue_Production,-193,2023-07-13 00:00:00,PRO000007
MOV001092,MAT00041,WH04,GI_261_Goods_Issue_Production,-96,2024-11-23 00:00:00,PRO000033
MOV001093,MAT00229,WH08,GI_261_Goods_Issue_Production,-37,2023-08-16 00:00:00,PRO000435
MOV001094,MAT00250,WH06,GI_261_Goods_Issue_Production,-116,2024-02-24 00:00:00,PRO000011
MOV001095,MAT00268,WH08,GI_261_Goods_Issue_Production,-21,2024-10-06 00:00:00,PRO000203
MOV001096,MAT00178,WH06,GI_261_Goods_Issue_Production,-172,2023-04-03 00:00:00,PRO000430
MOV001097,MAT00133,WH03,GI_261_Goods_Issue_Production,-182,2024-08-14 00:00:00,PRO000470
MOV001098,MAT00220,WH08,GI_261_Goods_Issue_Production,-160,2023-08-15 00:00:00,PRO000259
MOV001099,MAT00370,WH07,GI_261_Goods_Issue_Production,-41,2024-08-24 00:00:00,PRO000022
MOV001100,MAT00331,WH01,GI_261_Goods_Issue_Production,-125,2023-03-18 00:00:00,PRO000152
MOV001101,MAT00119,WH08,GI_261_Goods_Issue_Production,-127,2023-10-10 00:00:00,PRO000045
MOV001102,MAT00143,WH02,GI_261_Goods_Issue_Production,-178,2023-08-13 00:00:00,PRO000027
MOV001103,MAT00369,WH01,GI_261_Goods_Issue_Production,-160,2024-04-01 00:00:00,PRO000242
MOV001104,MAT00227,WH07,GI_261_Goods_Issue_Production,-139,2023-06-08 00:00:00,PRO000114
MOV001105,MAT00109,WH08,GI_261_Goods_Issue_Production,-44,2023-12-17 00:00:00,PRO000209
MOV001106,MAT00084,WH01,GI_261_Goods_Issue_Production,-137,2024-06-22 00:00:00,PRO000238
MOV001107,MAT00228,WH03,GI_261_Goods_Issue_Production,-11,2024-07-03 00:00:00,PRO000189
MOV001108,MAT00047,WH08,GI_261_Goods_Issue_Production,-145,2023-03-31 00:00:00,PRO000359
MOV001109,MAT00070,WH04,GI_261_Goods_Issue_Production,-198,2023-10-30 00:00:00,PRO000391
MOV001110,MAT00396,WH08,GI_261_Goods_Issue_Production,-22,2024-12-25 00:00:00,PRO000460
MOV001111,MAT00087,WH03,GI_261_Goods_Issue_Production,-151,2024-07-17 00:00:00,PRO000192
MOV001112,MAT00370,WH08,GI_261_Goods_Issue_Production,-120,2024-06-26 00:00:00,PRO000421
MOV001113,MAT00334,WH05,GI_261_Goods_Issue_Production,-159,2024-09-11 00:00:00,PRO000175
MOV001114,MAT00335,WH08,GI_261_Goods_Issue_Production,-133,2023-03-12 00:00:00,PRO000415
MOV001115,MAT00255,WH08,GI_261_Goods_Issue_Production,-140,2024-07-08 00:00:00,PRO000014
MOV001116,MAT00160,WH02,GI_261_Goods_Issue_Production,-55,2024-03-30 00:00:00,PRO000016
MOV001117,MAT00147,WH05,GI_261_Goods_Issue_Production,-187,2024-07-26 00:00:00,PRO000310
MOV001118,MAT00100,WH01,GI_261_Goods_Issue_Production,-158,2024-02-15 00:00:00,PRO000074
MOV001119,MAT00014,WH07,GI_261_Goods_Issue_Production,-54,2024-12-02 00:00:00,PRO000352
MOV001120,MAT00213,WH02,GI_261_Goods_Issue_Production,-197,2023-04-06 00:00:00,PRO000369
MOV001121,MAT00215,WH01,GI_261_Goods_Issue_Production,-42,2024-01-20 00:00:00,PRO000248
MOV001122,MAT00065,WH07,GI_261_Goods_Issue_Production,-36,2024-06-28 00:00:00,PRO000284
MOV001123,MAT00226,WH02,GI_261_Goods_Issue_Production,-109,2023-05-31 00:00:00,PRO000489
MOV001124,MAT00108,WH06,GI_261_Goods_Issue_Production,-178,2023-10-29 00:00:00,PRO000471
MOV001125,MAT00167,WH02,GI_261_Goods_Issue_Production,-163,2024-09-01 00:00:00,PRO000110
MOV001126,MAT00299,WH05,GI_261_Goods_Issue_Production,-165,2024-02-21 00:00:00,PRO000220
MOV001127,MAT00373,WH06,GI_261_Goods_Issue_Production,-92,2024-05-12 00:00:00,PRO000497
MOV001128,MAT00101,WH02,GI_261_Goods_Issue_Production,-139,2024-07-19 00:00:00,PRO000291
MOV001129,MAT00276,WH05,GI_261_Goods_Issue_Production,-108,2024-12-22 00:00:00,PRO000458
MOV001130,MAT00060,WH02,GI_261_Goods_Issue_Production,-117,2024-08-04 00:00:00,PRO000452
MOV001131,MAT00210,WH08,GI_261_Goods_Issue_Production,-165,2024-02-19 00:00:00,PRO000338
MOV001132,MAT00055,WH04,GI_261_Goods_Issue_Production,-187,2024-08-10 00:00:00,PRO000156
MOV001133,MAT00104,WH06,GI_261_Goods_Issue_Production,-73,2024-02-11 00:00:00,PRO000493
MOV001134,MAT00031,WH04,GI_261_Goods_Issue_Production,-80,2024-07-12 00:00:00,PRO000178
MOV001135,MAT00394,WH08,GI_261_Goods_Issue_Production,-111,2023-01-18 00:00:00,PRO000395
MOV001136,MAT00059,WH05,GI_261_Goods_Issue_Production,-97,2023-08-16 00:00:00,PRO000125
MOV001137,MAT00150,WH02,GI_261_Goods_Issue_Production,-85,2024-12-23 00:00:00,PRO000345
MOV001138,MAT00056,WH01,GI_261_Goods_Issue_Production,-125,2023-01-13 00:00:00,PRO000494
MOV001139,MAT00245,WH07,GI_261_Goods_Issue_Production,-44,2023-05-12 00:00:00,PRO000193
MOV001140,MAT00357,WH05,GI_261_Goods_Issue_Production,-45,2024-08-28 00:00:00,PRO000098
MOV001141,MAT00199,WH06,GI_261_Goods_Issue_Production,-115,2024-10-24 00:00:00,PRO000144
MOV001142,MAT00241,WH06,GI_261_Goods_Issue_Production,-164,2023-03-29 00:00:00,PRO000332
MOV001143,MAT00391,WH05,GI_261_Goods_Issue_Production,-189,2023-08-30 00:00:00,PRO000231
MOV001144,MAT00079,WH06,GI_261_Goods_Issue_Production,-141,2024-06-23 00:00:00,PRO000115
MOV001145,MAT00245,WH03,GI_261_Goods_Issue_Production,-86,2024-06-09 00:00:00,PRO000054
MOV001146,MAT00259,WH05,GI_261_Goods_Issue_Production,-189,2024-07-02 00:00:00,PRO000285
MOV001147,MAT00199,WH05,GI_261_Goods_Issue_Production,-150,2023-02-07 00:00:00,PRO000009
MOV001148,MAT00305,WH04,GI_261_Goods_Issue_Production,-90,2024-02-01 00:00:00,PRO000137
MOV001149,MAT00094,WH03,GI_261_Goods_Issue_Production,-192,2024-04-29 00:00:00,PRO000008
MOV001150,MAT00231,WH07,GI_261_Goods_Issue_Production,-198,2023-06-02 00:00:00,PRO000262
MOV001151,MAT00239,WH08,GI_261_Goods_Issue_Production,-151,2023-09-23 00:00:00,PRO000405
MOV001152,MAT00388,WH05,GI_261_Goods_Issue_Production,-171,2023-05-28 00:00:00,PRO000498
MOV001153,MAT00019,WH04,GI_261_Goods_Issue_Production,-65,2023-09-11 00:00:00,PRO000183
MOV001154,MAT00281,WH05,GI_261_Goods_Issue_Production,-61,2023-05-11 00:00:00,PRO000250
MOV001155,MAT00164,WH03,GI_261_Goods_Issue_Production,-63,2024-08-14 00:00:00,PRO000185
MOV001156,MAT00219,WH02,GI_261_Goods_Issue_Production,-169,2024-06-20 00:00:00,PRO000287
MOV001157,MAT00111,WH06,GI_261_Goods_Issue_Production,-192,2023-08-30 00:00:00,PRO000154
MOV001158,MAT00298,WH06,GI_261_Goods_Issue_Production,-84,2023-09-06 00:00:00,PRO000270
MOV001159,MAT00210,WH08,GI_261_Goods_Issue_Production,-185,2023-02-19 00:00:00,PRO000468
MOV001160,MAT00049,WH03,GI_261_Goods_Issue_Production,-98,2024-07-13 00:00:00,PRO000418
MOV001161,MAT00052,WH06,GI_261_Goods_Issue_Production,-182,2023-04-14 00:00:00,PRO000254
MOV001162,MAT00010,WH08,GI_261_Goods_Issue_Production,-43,2024-06-03 00:00:00,PRO000136
MOV001163,MAT00028,WH07,GI_261_Goods_Issue_Production,-191,2024-01-10 00:00:00,PRO000190
MOV001164,MAT00172,WH02,GI_261_Goods_Issue_Production,-176,2024-10-31 00:00:00,PRO000474
MOV001165,MAT00250,WH05,GI_261_Goods_Issue_Production,-55,2024-05-17 00:00:00,PRO000160
MOV001166,MAT00291,WH08,GI_261_Goods_Issue_Production,-138,2024-10-23 00:00:00,PRO000221
MOV001167,MAT00354,WH07,GI_261_Goods_Issue_Production,-148,2024-01-05 00:00:00,PRO000313
MOV001168,MAT00250,WH05,GI_261_Goods_Issue_Production,-187,2023-10-20 00:00:00,PRO000496
MOV001169,MAT00166,WH03,GI_261_Goods_Issue_Production,-173,2024-07-08 00:00:00,PRO000419
MOV001170,MAT00008,WH01,GI_261_Goods_Issue_Production,-92,2024-07-11 00:00:00,PRO000251
MOV001171,MAT00084,WH07,GI_261_Goods_Issue_Production,-191,2024-02-29 00:00:00,PRO000367
MOV001172,MAT00280,WH01,GI_261_Goods_Issue_Production,-39,2023-08-11 00:00:00,PRO000043
MOV001173,MAT00256,WH02,GI_261_Goods_Issue_Production,-100,2023-11-08 00:00:00,PRO000039
MOV001174,MAT00288,WH01,GI_261_Goods_Issue_Production,-153,2023-08-01 00:00:00,PRO000048
MOV001175,MAT00364,WH06,GI_261_Goods_Issue_Production,-132,2024-06-26 00:00:00,PRO000448
MOV001176,MAT00045,WH01,GI_261_Goods_Issue_Production,-159,2023-01-17 00:00:00,PRO000374
MOV001177,MAT00387,WH06,GI_261_Goods_Issue_Production,-156,2024-04-14 00:00:00,PRO000423
MOV001178,MAT00064,WH05,GI_261_Goods_Issue_Production,-180,2024-10-17 00:00:00,PRO000169
MOV001179,MAT00013,WH03,GI_261_Goods_Issue_Production,-191,2024-05-31 00:00:00,PRO000226
MOV001180,MAT00246,WH01,GI_261_Goods_Issue_Production,-116,2023-09-07 00:00:00,PRO000090
MOV001181,MAT00041,WH07,GI_261_Goods_Issue_Production,-182,2024-08-30 00:00:00,PRO000198
MOV001182,MAT00219,WH08,GI_261_Goods_Issue_Production,-146,2023-10-24 00:00:00,PRO000088
MOV001183,MAT00332,WH05,GI_261_Goods_Issue_Production,-83,2024-08-08 00:00:00,PRO000177
MOV001184,MAT00168,WH04,GI_261_Goods_Issue_Production,-118,2023-08-09 00:00:00,PRO000130
MOV001185,MAT00025,WH02,GI_261_Goods_Issue_Production,-13,2023-09-13 00:00:00,PRO000157
MOV001186,MAT00205,WH08,GI_261_Goods_Issue_Production,-143,2024-06-04 00:00:00,PRO000003
MOV001187,MAT00398,WH03,GI_261_Goods_Issue_Production,-37,2023-09-16 00:00:00,PRO000323
MOV001188,MAT00104,WH08,GI_261_Goods_Issue_Production,-16,2023-06-24 00:00:00,PRO000472
MOV001189,MAT00259,WH03,GI_261_Goods_Issue_Production,-107,2024-05-19 00:00:00,PRO000453
MOV001190,MAT00398,WH01,GI_261_Goods_Issue_Production,-47,2024-08-08 00:00:00,PRO000024
MOV001191,MAT00116,WH07,GI_261_Goods_Issue_Production,-23,2024-05-16 00:00:00,PRO000042
MOV001192,MAT00064,WH02,GI_261_Goods_Issue_Production,-181,2023-06-07 00:00:00,PRO000305
MOV001193,MAT00342,WH06,GI_261_Goods_Issue_Production,-24,2024-12-23 00:00:00,PRO000129
MOV001194,MAT00037,WH01,GI_261_Goods_Issue_Production,-61,2023-10-01 00:00:00,PRO000004
MOV001195,MAT00182,WH06,GI_261_Goods_Issue_Production,-78,2024-05-19 00:00:00,PRO000469
MOV001196,MAT00295,WH02,GI_261_Goods_Issue_Production,-51,2024-05-25 00:00:00,PRO000001
MOV001197,MAT00395,WH03,GI_261_Goods_Issue_Production,-83,2023-12-13 00:00:00,PRO000012
MOV001198,MAT00204,WH05,GI_261_Goods_Issue_Production,-184,2023-12-29 00:00:00,PRO000288
MOV001199,MAT00038,WH03,GI_261_Goods_Issue_Production,-74,2023-06-28 00:00:00,PRO000052
MOV001200,MAT00223,WH05,GI_261_Goods_Issue_Production,-47,2023-04-17 00:00:00,PRO000464
MOV001201,MAT00160,WH06,GI_261_Goods_Issue_Production,-25,2023-12-12 00:00:00,PRO000277
MOV001202,MAT00026,WH08,GI_261_Goods_Issue_Production,-186,2023-01-10 00:00:00,PRO000282
MOV001203,MAT00120,WH04,GI_261_Goods_Issue_Production,-85,2024-12-22 00:00:00,PRO000457
MOV001204,MAT00324,WH02,GI_261_Goods_Issue_Production,-62,2023-08-28 00:00:00,PRO000256
